file,characters_counted,all_text_length,nga_to_mon_nga_replacements,status
wikipedia/wikipedia_20260122_125739_3071.txt,7905,8754,217,ok
wikipedia/wikipedia_20260122_125739_2301.txt,3870,4615,297,ok
wikipedia/wikipedia_20260122_125739_3113.txt,3674,4361,320,ok
wikipedia/wikipedia_20260427_213144_1206.txt,801,1365,4,ok
wikipedia/wikipedia_20260122_125739_931.txt,563,654,14,ok
wikipedia/wikipedia_20260122_125739_737.txt,3000,3390,80,ok
wikipedia/wikipedia_20260122_125739_128.txt,4737,5651,356,ok
wikipedia/wikipedia_20260427_213144_1089.txt,1224,1927,33,ok
wikipedia/wikipedia_20260122_125739_680.txt,1132,1520,1,ok
wikipedia/wikipedia_20260122_125739_3416.txt,1473,1661,50,ok
wikipedia/wikipedia_20260122_125739_1451.txt,387,449,15,ok
wikipedia/wikipedia_20260122_125739_2423.txt,275,317,9,ok
wikipedia/wikipedia_20260122_125739_1876.txt,5331,6291,360,ok
wikipedia/wikipedia_20260122_125739_549.txt,1933,2208,66,ok
wikipedia/wikipedia_20260427_213144_906.txt,946,1754,8,ok
wikipedia/wikipedia_20260122_125739_1832.txt,4998,5546,182,ok
wikipedia/wikipedia_20260122_125739_345.txt,2143,2986,95,ok
wikipedia/wikipedia_20260122_125739_588.txt,2605,2971,12,ok
wikipedia/wikipedia_20260122_125739_3208.txt,8140,12664,177,ok
wikipedia/wikipedia_20260122_125739_1235.txt,414,486,14,ok
wikipedia/wikipedia_20260122_125739_1325.txt,1226,1349,1,ok
wikipedia/wikipedia_20260427_213144_115.txt,1845,2627,59,ok
wikipedia/wikipedia_20260122_125739_1579.txt,386,446,13,ok
wikipedia/wikipedia_20260122_125739_2634.txt,23353,28850,582,ok
wikipedia/wikipedia_20260427_213144_34.txt,962,1373,28,ok
wikipedia/wikipedia_20260427_213144_991.txt,1759,2599,69,ok
wikipedia/wikipedia_20260427_213144_938.txt,1949,2586,78,ok
wikipedia/wikipedia_20260122_125739_1226.txt,4926,5517,1,ok
wikipedia/wikipedia_20260122_125739_2429.txt,10670,11617,26,ok
wikipedia/wikipedia_20260427_213144_184.txt,1169,1745,41,ok
wikipedia/wikipedia_20260122_125739_3074.txt,5913,6614,1,ok
wikipedia/wikipedia_20260427_213144_1169.txt,2379,2928,50,ok
wikipedia/wikipedia_20260122_125739_981.txt,7260,8765,234,ok
wikipedia/wikipedia_20260122_125739_751.txt,1890,2272,65,ok
wikipedia/wikipedia_20260122_125739_2346.txt,336,381,9,ok
wikipedia/wikipedia_20260122_125739_1346.txt,268,313,8,ok
wikipedia/wikipedia_20260427_213144_19.txt,1891,2608,69,ok
wikipedia/wikipedia_20260122_125739_1156.txt,321,373,8,ok
wikipedia/wikipedia_20260122_125739_2883.txt,289,333,6,ok
wikipedia/wikipedia_20260122_125739_802.txt,315,359,9,ok
wikipedia/wikipedia_20260122_125739_2529.txt,7097,8125,196,ok
wikipedia/wikipedia_20260122_125739_2484.txt,6584,7585,1,ok
wikipedia/wikipedia_20260122_125739_2976.txt,6156,6557,1,ok
wikipedia/wikipedia_20260122_125739_1910.txt,13212,15915,488,ok
wikipedia/wikipedia_20260122_125739_3174.txt,1451,7431,34,ok
wikipedia/wikipedia_20260122_125739_2637.txt,4262,4891,134,ok
wikipedia/wikipedia_20260122_125739_295.txt,394,456,8,ok
wikipedia/wikipedia_20260427_213144_57.txt,1017,1720,7,ok
wikipedia/wikipedia_20260122_125739_3060.txt,27,4243,2,ok
wikipedia/wikipedia_20260122_125739_62.txt,278,329,1,ok
wikipedia/wikipedia_20260427_213144_1212.txt,1123,1686,41,ok
wikipedia/wikipedia_20260122_125739_146.txt,6823,8039,389,ok
wikipedia/wikipedia_20260122_125739_3204.txt,19684,24698,575,ok
wikipedia/wikipedia_20260122_125739_1198.txt,1909,2221,1,ok
wikipedia/wikipedia_20260122_125739_782.txt,12898,14273,347,ok
wikipedia/wikipedia_20260122_125739_561.txt,602,874,18,ok
wikipedia/wikipedia_20260427_213144_92.txt,775,1773,2,ok
wikipedia/wikipedia_20260122_125739_1474.txt,3521,4182,320,ok
wikipedia/wikipedia_20260122_125739_236.txt,3256,3667,1,ok
wikipedia/wikipedia_20260122_125739_1493.txt,392,459,11,ok
wikipedia/wikipedia_20260122_125739_2106.txt,3672,4400,336,ok
wikipedia/wikipedia_20260122_125739_1970.txt,273,316,7,ok
wikipedia/wikipedia_20260122_125739_2929.txt,240,280,5,ok
wikipedia/wikipedia_20260427_213144_1080.txt,1700,2465,40,ok
wikipedia/wikipedia_20260122_125739_1475.txt,337,392,9,ok
wikipedia/wikipedia_20260122_125739_855.txt,195,239,1,ok
wikipedia/wikipedia_20260122_125739_3179.txt,300,348,1,ok
wikipedia/wikipedia_20260122_125739_3082.txt,3111,3429,1,ok
wikipedia/wikipedia_20260122_125739_114.txt,5211,5794,1,ok
wikipedia/wikipedia_20260122_125739_2708.txt,1687,2517,38,ok
wikipedia/wikipedia_20260122_125739_353.txt,6549,7767,452,ok
wikipedia/wikipedia_20260122_125739_693.txt,3340,3833,78,ok
wikipedia/wikipedia_20260122_125739_2964.txt,3894,4351,114,ok
wikipedia/wikipedia_20260122_125739_1700.txt,259,299,7,ok
wikipedia/wikipedia_20260122_125739_2903.txt,282,327,13,ok
wikipedia/wikipedia_20260427_213144_205.txt,1841,2637,72,ok
wikipedia/wikipedia_20260122_125739_1984.txt,43465,49576,1660,ok
wikipedia/wikipedia_20260122_125739_1074.txt,5570,6666,181,ok
wikipedia/wikipedia_20260122_125739_2854.txt,162,184,1,ok
wikipedia/wikipedia_20260122_125739_2432.txt,259,299,7,ok
wikipedia/wikipedia_20260122_125739_329.txt,5528,6461,410,ok
wikipedia/wikipedia_20260427_213144_228.txt,1177,1551,49,ok
wikipedia/wikipedia_20260122_125739_2337.txt,247,287,9,ok
wikipedia/wikipedia_20260122_125739_1093.txt,3824,4550,297,ok
wikipedia/wikipedia_20260122_125739_2463.txt,151,181,8,ok
wikipedia/wikipedia_20260122_125739_107.txt,1595,1862,1,ok
wikipedia/wikipedia_20260427_213144_747.txt,1747,2894,50,ok
wikipedia/wikipedia_20260122_125739_1308.txt,1142,1306,20,ok
wikipedia/wikipedia_20260122_125739_1399.txt,224,670,13,ok
wikipedia/wikipedia_20260122_125739_2232.txt,169,199,1,ok
wikipedia/wikipedia_20260122_125739_343.txt,202,231,4,ok
wikipedia/wikipedia_20260122_125739_3398.txt,412,478,19,ok
wikipedia/wikipedia_20260122_125739_744.txt,2485,2840,65,ok
wikipedia/wikipedia_20260122_125739_2405.txt,247,287,7,ok
wikipedia/wikipedia_20260122_125739_2554.txt,202611,224348,1,ok
wikipedia/wikipedia_20260122_125739_1877.txt,5067,5991,360,ok
wikipedia/wikipedia_20260122_125739_281.txt,3525,4189,320,ok
wikipedia/wikipedia_20260122_125739_2159.txt,314,361,12,ok
wikipedia/wikipedia_20260122_125739_1111.txt,303,347,13,ok
wikipedia/wikipedia_20260122_125739_640.txt,4669,5680,162,ok
wikipedia/wikipedia_20260122_125739_2710.txt,4354,4797,139,ok
wikipedia/wikipedia_20260122_125739_23.txt,1329,1643,1,ok
wikipedia/wikipedia_20260122_125739_1881.txt,891,1146,2,ok
wikipedia/wikipedia_20260122_125739_3293.txt,2195,111060,82,ok
wikipedia/wikipedia_20260122_125739_1751.txt,343,400,12,ok
wikipedia/wikipedia_20260122_125739_2424.txt,264,304,5,ok
wikipedia/wikipedia_20260122_125739_1064.txt,944,1028,45,ok
wikipedia/wikipedia_20260122_125739_1830.txt,5889,6624,22,ok
wikipedia/wikipedia_20260122_125739_476.txt,3526,4200,320,ok
wikipedia/wikipedia_20260122_125739_2858.txt,1170,1459,40,ok
wikipedia/wikipedia_20260122_125739_3151.txt,7224,9258,249,ok
wikipedia/wikipedia_20260122_125739_2498.txt,4319,5206,372,ok
wikipedia/wikipedia_20260122_125739_401.txt,3850,4592,343,ok
wikipedia/wikipedia_20260122_125739_1312.txt,404,472,15,ok
wikipedia/wikipedia_20260122_125739_3433.txt,4640,5104,129,ok
wikipedia/wikipedia_20260122_125739_1173.txt,1921,5107,43,ok
wikipedia/wikipedia_20260122_125739_1715.txt,18650,19711,1,ok
wikipedia/wikipedia_20260122_125739_2801.txt,1878,3391,35,ok
wikipedia/wikipedia_20260122_125739_2653.txt,4316,5203,372,ok
wikipedia/wikipedia_20260122_125739_1703.txt,4087,5044,154,ok
wikipedia/wikipedia_20260427_213144_1151.txt,1641,2131,38,ok
wikipedia/wikipedia_20260122_125739_3011.txt,530,620,16,ok
wikipedia/wikipedia_20260122_125739_3189.txt,3379,3636,1,ok
wikipedia/wikipedia_20260122_125739_2553.txt,138308,154179,2,ok
wikipedia/wikipedia_20260122_125739_2339.txt,1274,1499,1,ok
wikipedia/wikipedia_20260122_125739_705.txt,303,344,9,ok
wikipedia/wikipedia_20260122_125739_1411.txt,3063,3665,100,ok
wikipedia/wikipedia_20260427_213144_1012.txt,1650,2184,66,ok
wikipedia/wikipedia_20260122_125739_2131.txt,264,305,11,ok
wikipedia/wikipedia_20260427_213144_1208.txt,782,1139,4,ok
