bigram,count,codepoints,unicode_names
၉ွ,1,U+1049 U+103D,MYANMAR DIGIT NINE | MYANMAR CONSONANT SIGN MEDIAL WA
cၚ,1,U+0063 U+105A,LATIN SMALL LETTER C | MYANMAR LETTER MON NGA
ဗA,1,U+1017 U+0041,MYANMAR LETTER BA | LATIN CAPITAL LETTER A
Aွ,1,U+0041 U+103D,LATIN CAPITAL LETTER A | MYANMAR CONSONANT SIGN MEDIAL WA
dဵ,1,U+0064 U+1035,LATIN SMALL LETTER D | MYANMAR VOWEL SIGN E ABOVE
၆1,1,U+1046 U+0031,MYANMAR DIGIT SIX | DIGIT ONE
၀’,1,U+1040 U+2019,MYANMAR DIGIT ZERO | RIGHT SINGLE QUOTATION MARK
္ီ,1,U+1039 U+102E,MYANMAR SIGN VIRAMA | MYANMAR VOWEL SIGN II
ာူ,1,U+102C U+1030,MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN UU
င၁,1,U+1004 U+1041,MYANMAR LETTER NGA | MYANMAR DIGIT ONE
တn,1,U+1010 U+006E,MYANMAR LETTER TA | LATIN SMALL LETTER N
ငဆ,1,U+1004 U+1006,MYANMAR LETTER NGA | MYANMAR LETTER CHA
ဴၞ,1,U+1034 U+105E,MYANMAR VOWEL SIGN MON O | MYANMAR CONSONANT SIGN MON MEDIAL NA
လu,1,U+101C U+0075,MYANMAR LETTER LA | LATIN SMALL LETTER U
1၅,1,U+0031 U+1045,DIGIT ONE | MYANMAR DIGIT FIVE
၅ွ,1,U+1045 U+103D,MYANMAR DIGIT FIVE | MYANMAR CONSONANT SIGN MEDIAL WA
Hေ,1,U+0048 U+1031,LATIN CAPITAL LETTER H | MYANMAR VOWEL SIGN E
စဃ,1,U+1005 U+1003,MYANMAR LETTER CA | MYANMAR LETTER GHA
မs,1,U+1019 U+0073,MYANMAR LETTER MA | LATIN SMALL LETTER S
)ါ,1,U+0029 U+102B,RIGHT PARENTHESIS | MYANMAR VOWEL SIGN TALL AA
6်,1,U+0036 U+103A,DIGIT SIX | MYANMAR SIGN ASAT
ငd,1,U+1004 U+0064,MYANMAR LETTER NGA | LATIN SMALL LETTER D
တe,1,U+1010 U+0065,MYANMAR LETTER TA | LATIN SMALL LETTER E
iု,1,U+0069 U+102F,LATIN SMALL LETTER I | MYANMAR VOWEL SIGN U
ွၞ,1,U+103D U+105E,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR CONSONANT SIGN MON MEDIAL NA
Tိ,1,U+0054 U+102D,LATIN CAPITAL LETTER T | MYANMAR VOWEL SIGN I
”စ,1,U+201D U+1005,RIGHT DOUBLE QUOTATION MARK | MYANMAR LETTER CA
tၞ,1,U+0074 U+105E,LATIN SMALL LETTER T | MYANMAR CONSONANT SIGN MON MEDIAL NA
ဆe,1,U+1006 U+0065,MYANMAR LETTER CHA | LATIN SMALL LETTER E
eှ,1,U+0065 U+103E,LATIN SMALL LETTER E | MYANMAR CONSONANT SIGN MEDIAL HA
ၚၠ,1,U+105A U+1060,MYANMAR LETTER MON NGA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ှျ,1,U+103E U+103B,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR CONSONANT SIGN MEDIAL YA
ခ၃,1,U+1001 U+1043,MYANMAR LETTER KHA | MYANMAR DIGIT THREE
'်,1,U+0027 U+103A,APOSTROPHE | MYANMAR SIGN ASAT
၃1,1,U+1043 U+0031,MYANMAR DIGIT THREE | DIGIT ONE
ၟ်,1,U+105F U+103A,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR SIGN ASAT
ည?,1,U+100A U+003F,MYANMAR LETTER NNYA | QUESTION MARK
ပa,1,U+1015 U+0061,MYANMAR LETTER PA | LATIN SMALL LETTER A
ပt,1,U+1015 U+0074,MYANMAR LETTER PA | LATIN SMALL LETTER T
ဝs,1,U+101D U+0073,MYANMAR LETTER WA | LATIN SMALL LETTER S
ဝg,1,U+101D U+0067,MYANMAR LETTER WA | LATIN SMALL LETTER G
Aိ,1,U+0041 U+102D,LATIN CAPITAL LETTER A | MYANMAR VOWEL SIGN I
"""ေ",1,U+0022 U+1031,QUOTATION MARK | MYANMAR VOWEL SIGN E
ၜt,1,U+105C U+0074,MYANMAR LETTER MON BBA | LATIN SMALL LETTER T
ၚ၅,1,U+105A U+1045,MYANMAR LETTER MON NGA | MYANMAR DIGIT FIVE
ဗl,1,U+1017 U+006C,MYANMAR LETTER BA | LATIN SMALL LETTER L
ဂt,1,U+1002 U+0074,MYANMAR LETTER GA | LATIN SMALL LETTER T
းာ,1,U+1038 U+102C,MYANMAR SIGN VISARGA | MYANMAR VOWEL SIGN AA
ၞွ,1,U+105E U+103D,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR CONSONANT SIGN MEDIAL WA
ူဴ,1,U+1030 U+1034,MYANMAR VOWEL SIGN UU | MYANMAR VOWEL SIGN MON O
ုျ,1,U+102F U+103B,MYANMAR VOWEL SIGN U | MYANMAR CONSONANT SIGN MEDIAL YA
ဍၞ,1,U+100D U+105E,MYANMAR LETTER DDA | MYANMAR CONSONANT SIGN MON MEDIAL NA
1ာ,1,U+0031 U+102C,DIGIT ONE | MYANMAR VOWEL SIGN AA
နs,1,U+1014 U+0073,MYANMAR LETTER NA | LATIN SMALL LETTER S
sု,1,U+0073 U+102F,LATIN SMALL LETTER S | MYANMAR VOWEL SIGN U
ဲ”,1,U+1032 U+201D,MYANMAR VOWEL SIGN AI | RIGHT DOUBLE QUOTATION MARK
””,1,U+201D U+201D,RIGHT DOUBLE QUOTATION MARK | RIGHT DOUBLE QUOTATION MARK
”ၚ,1,U+201D U+105A,RIGHT DOUBLE QUOTATION MARK | MYANMAR LETTER MON NGA
ဲ“,1,U+1032 U+201C,MYANMAR VOWEL SIGN AI | LEFT DOUBLE QUOTATION MARK
ဝ”,1,U+101D U+201D,MYANMAR LETTER WA | RIGHT DOUBLE QUOTATION MARK
”ိ,1,U+201D U+102D,RIGHT DOUBLE QUOTATION MARK | MYANMAR VOWEL SIGN I
ီာ,1,U+102E U+102C,MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN AA
.ဳ,1,U+002E U+1033,FULL STOP | MYANMAR VOWEL SIGN MON II
a္,1,U+0061 U+1039,LATIN SMALL LETTER A | MYANMAR SIGN VIRAMA
သo,1,U+101E U+006F,MYANMAR LETTER SA | LATIN SMALL LETTER O
ဂo,1,U+1002 U+006F,MYANMAR LETTER GA | LATIN SMALL LETTER O
oံ,1,U+006F U+1036,LATIN SMALL LETTER O | MYANMAR SIGN ANUSVARA
2ီ,1,U+0032 U+102E,DIGIT TWO | MYANMAR VOWEL SIGN II
၂“,1,U+1042 U+201C,MYANMAR DIGIT TWO | LEFT DOUBLE QUOTATION MARK
“ဓ,1,U+201C U+1013,LEFT DOUBLE QUOTATION MARK | MYANMAR LETTER DHA
"""ွ",1,U+0022 U+103D,QUOTATION MARK | MYANMAR CONSONANT SIGN MEDIAL WA
”ဏ,1,U+201D U+100F,RIGHT DOUBLE QUOTATION MARK | MYANMAR LETTER NNA
ေ“,1,U+1031 U+201C,MYANMAR VOWEL SIGN E | LEFT DOUBLE QUOTATION MARK
“တ,1,U+201C U+1010,LEFT DOUBLE QUOTATION MARK | MYANMAR LETTER TA
”ဇ,1,U+201D U+1007,RIGHT DOUBLE QUOTATION MARK | MYANMAR LETTER JA
ာၟ,1,U+102C U+105F,MYANMAR VOWEL SIGN AA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ူၟ,1,U+1030 U+105F,MYANMAR VOWEL SIGN UU | MYANMAR CONSONANT SIGN MON MEDIAL MA
ဣု,1,U+1023 U+102F,MYANMAR LETTER I | MYANMAR VOWEL SIGN U
“စ,1,U+201C U+1005,LEFT DOUBLE QUOTATION MARK | MYANMAR LETTER CA
"“""",1,U+201C U+0022,LEFT DOUBLE QUOTATION MARK | QUOTATION MARK
၂H,1,U+1042 U+0048,MYANMAR DIGIT TWO | LATIN CAPITAL LETTER H
ဴ”,1,U+1034 U+201D,MYANMAR VOWEL SIGN MON O | RIGHT DOUBLE QUOTATION MARK
း”,1,U+1038 U+201D,MYANMAR SIGN VISARGA | RIGHT DOUBLE QUOTATION MARK
ၞ၅,1,U+105E U+1045,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR DIGIT FIVE
dဩ,1,U+0064 U+1029,LATIN SMALL LETTER D | MYANMAR LETTER O
ဝS,1,U+101D U+0053,MYANMAR LETTER WA | LATIN CAPITAL LETTER S
ဌL,1,U+100C U+004C,MYANMAR LETTER TTHA | LATIN CAPITAL LETTER L
dဓ,1,U+0064 U+1013,LATIN SMALL LETTER D | MYANMAR LETTER DHA
1ၚ,1,U+0031 U+105A,DIGIT ONE | MYANMAR LETTER MON NGA
ဒၝ,1,U+1012 U+105D,MYANMAR LETTER DA | MYANMAR LETTER MON BBE
။\,1,U+104B U+005C,MYANMAR SIGN SECTION | REVERSE SOLIDUS
\ပ,1,U+005C U+1015,REVERSE SOLIDUS | MYANMAR LETTER PA
r၃,1,U+0072 U+1043,LATIN SMALL LETTER R | MYANMAR DIGIT THREE
႕ထ,1,U+1095 U+1011,MYANMAR SHAN DIGIT FIVE | MYANMAR LETTER THA
D၃,1,U+0044 U+1043,LATIN CAPITAL LETTER D | MYANMAR DIGIT THREE
T+,1,U+0054 U+002B,LATIN CAPITAL LETTER T | PLUS SIGN
rဦ,1,U+0072 U+1026,LATIN SMALL LETTER R | MYANMAR LETTER UU
Fဍ,1,U+0046 U+100D,LATIN CAPITAL LETTER F | MYANMAR LETTER DDA
Vစ,1,U+0056 U+1005,LATIN CAPITAL LETTER V | MYANMAR LETTER CA
Yန,1,U+0059 U+1014,LATIN CAPITAL LETTER Y | MYANMAR LETTER NA
+9,1,U+002B U+0039,PLUS SIGN | DIGIT NINE
Pဌ,1,U+0050 U+100C,LATIN CAPITAL LETTER P | MYANMAR LETTER TTHA
။ြ,1,U+104B U+103C,MYANMAR SIGN SECTION | MYANMAR CONSONANT SIGN MEDIAL RA
ဥ၁,1,U+1025 U+1041,MYANMAR LETTER U | MYANMAR DIGIT ONE
၂ဃ,1,U+1042 U+1003,MYANMAR DIGIT TWO | MYANMAR LETTER GHA
႕ဘ,1,U+1095 U+1018,MYANMAR SHAN DIGIT FIVE | MYANMAR LETTER BHA
ှြ,1,U+103E U+103C,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR CONSONANT SIGN MEDIAL RA
ၚj,1,U+105A U+006A,MYANMAR LETTER MON NGA | LATIN SMALL LETTER J
jဗ,1,U+006A U+1017,LATIN SMALL LETTER J | MYANMAR LETTER BA
s»,1,U+0073 U+00BB,LATIN SMALL LETTER S | RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
»L,1,U+00BB U+004C,RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK | LATIN CAPITAL LETTER L
Pထ,1,U+0050 U+1011,LATIN CAPITAL LETTER P | MYANMAR LETTER THA
oၜ,1,U+006F U+105C,LATIN SMALL LETTER O | MYANMAR LETTER MON BBA
oၚ,1,U+006F U+105A,LATIN SMALL LETTER O | MYANMAR LETTER MON NGA
ၚa,1,U+105A U+0061,MYANMAR LETTER MON NGA | LATIN SMALL LETTER A
၇ဌ,1,U+1047 U+100C,MYANMAR DIGIT SEVEN | MYANMAR LETTER TTHA
ဘျ,1,U+1018 U+103B,MYANMAR LETTER BHA | MYANMAR CONSONANT SIGN MEDIAL YA
်Μ,1,U+103A U+039C,MYANMAR SIGN ASAT | GREEK CAPITAL LETTER MU
ΜA,1,U+039C U+0041,GREEK CAPITAL LETTER MU | LATIN CAPITAL LETTER A
ၠs,1,U+1060 U+0073,MYANMAR CONSONANT SIGN MON MEDIAL LA | LATIN SMALL LETTER S
;>,1,U+003B U+003E,SEMICOLON | GREATER-THAN SIGN
ံΤ,1,U+1036 U+03A4,MYANMAR SIGN ANUSVARA | GREEK CAPITAL LETTER TAU
Τo,1,U+03A4 U+006F,GREEK CAPITAL LETTER TAU | LATIN SMALL LETTER O
yΜ,1,U+0079 U+039C,LATIN SMALL LETTER Y | GREEK CAPITAL LETTER MU
Μi,1,U+039C U+0069,GREEK CAPITAL LETTER MU | LATIN SMALL LETTER I
ဝT,1,U+101D U+0054,MYANMAR LETTER WA | LATIN CAPITAL LETTER T
y၏,1,U+0079 U+104F,LATIN SMALL LETTER Y | MYANMAR SYMBOL GENITIVE
Oဆ,1,U+004F U+1006,LATIN CAPITAL LETTER O | MYANMAR LETTER CHA
ၟ့,1,U+105F U+1037,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR SIGN DOT BELOW
lဌ,1,U+006C U+100C,LATIN SMALL LETTER L | MYANMAR LETTER TTHA
။¬,1,U+104B U+00AC,MYANMAR SIGN SECTION | NOT SIGN
¬သ,1,U+00AC U+101E,NOT SIGN | MYANMAR LETTER SA
X/,1,U+0058 U+002F,LATIN CAPITAL LETTER X | SOLIDUS
>K,1,U+003E U+004B,GREATER-THAN SIGN | LATIN CAPITAL LETTER K
ပÌ,1,U+1015 U+00CC,MYANMAR LETTER PA | LATIN CAPITAL LETTER I WITH GRAVE
Ìန,1,U+00CC U+1014,LATIN CAPITAL LETTER I WITH GRAVE | MYANMAR LETTER NA
S၄,1,U+0053 U+1044,LATIN CAPITAL LETTER S | MYANMAR DIGIT FOUR
ဗU,1,U+1017 U+0055,MYANMAR LETTER BA | LATIN CAPITAL LETTER U
Oည,1,U+004F U+100A,LATIN CAPITAL LETTER O | MYANMAR LETTER NNYA
ဍC,1,U+100D U+0043,MYANMAR LETTER DDA | LATIN CAPITAL LETTER C
၆L,1,U+1046 U+004C,MYANMAR DIGIT SIX | LATIN CAPITAL LETTER L
ီP,1,U+102E U+0050,MYANMAR VOWEL SIGN II | LATIN CAPITAL LETTER P
မT,1,U+1019 U+0054,MYANMAR LETTER MA | LATIN CAPITAL LETTER T
Ìလ,1,U+00CC U+101C,LATIN CAPITAL LETTER I WITH GRAVE | MYANMAR LETTER LA
ဲ¾,1,U+1032 U+00BE,MYANMAR VOWEL SIGN AI | VULGAR FRACTION THREE QUARTERS
¾ဇ,1,U+00BE U+1007,VULGAR FRACTION THREE QUARTERS | MYANMAR LETTER JA
Ìရ,1,U+00CC U+101B,LATIN CAPITAL LETTER I WITH GRAVE | MYANMAR LETTER RA
ၵတ,1,U+1075 U+1010,MYANMAR LETTER SHAN KA | MYANMAR LETTER TA
ီၐ,1,U+102E U+1050,MYANMAR VOWEL SIGN II | MYANMAR LETTER SHA
စၥ,1,U+1005 U+1065,MYANMAR LETTER CA | MYANMAR LETTER WESTERN PWO KAREN THA
ၥေ,1,U+1065 U+1031,MYANMAR LETTER WESTERN PWO KAREN THA | MYANMAR VOWEL SIGN E
ပs,1,U+1015 U+0073,MYANMAR LETTER PA | LATIN SMALL LETTER S
၀ဠ,1,U+1040 U+1020,MYANMAR DIGIT ZERO | MYANMAR LETTER LLA
သc,1,U+101E U+0063,MYANMAR LETTER SA | LATIN SMALL LETTER C
ဿR,1,U+103F U+0052,MYANMAR LETTER GREAT SA | LATIN CAPITAL LETTER R
Hဟ,1,U+0048 U+101F,LATIN CAPITAL LETTER H | MYANMAR LETTER HA
့ၞ,1,U+1037 U+105E,MYANMAR SIGN DOT BELOW | MYANMAR CONSONANT SIGN MON MEDIAL NA
ပT,1,U+1015 U+0054,MYANMAR LETTER PA | LATIN CAPITAL LETTER T
ဂW,1,U+1002 U+0057,MYANMAR LETTER GA | LATIN CAPITAL LETTER W
ၚ/,1,U+105A U+002F,MYANMAR LETTER MON NGA | SOLIDUS
၅႕,1,U+1045 U+1095,MYANMAR DIGIT FIVE | MYANMAR SHAN DIGIT FIVE
၂႕,1,U+1042 U+1095,MYANMAR DIGIT TWO | MYANMAR SHAN DIGIT FIVE
၃႕,1,U+1043 U+1095,MYANMAR DIGIT THREE | MYANMAR SHAN DIGIT FIVE
႕၈,1,U+1095 U+1048,MYANMAR SHAN DIGIT FIVE | MYANMAR DIGIT EIGHT
ရƒ,1,U+101B U+0192,MYANMAR LETTER RA | LATIN SMALL LETTER F WITH HOOK
ƒပ,1,U+0192 U+1015,LATIN SMALL LETTER F WITH HOOK | MYANMAR LETTER PA
Bဥ,1,U+0042 U+1025,LATIN CAPITAL LETTER B | MYANMAR LETTER U
Bဘ,1,U+0042 U+1018,LATIN CAPITAL LETTER B | MYANMAR LETTER BHA
း်,1,U+1038 U+103A,MYANMAR SIGN VISARGA | MYANMAR SIGN ASAT
cဏ,1,U+0063 U+100F,LATIN SMALL LETTER C | MYANMAR LETTER NNA
ေp,1,U+1031 U+0070,MYANMAR VOWEL SIGN E | LATIN SMALL LETTER P
ံႊ,1,U+1036 U+108A,MYANMAR SIGN ANUSVARA | MYANMAR SIGN SHAN TONE-6
့်,1,U+103A U+1037,MYANMAR SIGN ASAT | MYANMAR SIGN DOT BELOW
က့,1,U+1000 U+1037,MYANMAR LETTER KA | MYANMAR SIGN DOT BELOW
Tဃ,1,U+0054 U+1003,LATIN CAPITAL LETTER T | MYANMAR LETTER GHA
ဳြ,1,U+1033 U+103C,MYANMAR VOWEL SIGN MON II | MYANMAR CONSONANT SIGN MEDIAL RA
Kယ,1,U+004B U+101A,LATIN CAPITAL LETTER K | MYANMAR LETTER YA
Nl,1,U+004E U+006C,LATIN CAPITAL LETTER N | LATIN SMALL LETTER L
ညN,1,U+100A U+004E,MYANMAR LETTER NNYA | LATIN CAPITAL LETTER N
ခD,1,U+1001 U+0044,MYANMAR LETTER KHA | LATIN CAPITAL LETTER D
§သ,1,U+00A7 U+101E,SECTION SIGN | MYANMAR LETTER SA
§N,1,U+00A7 U+004E,SECTION SIGN | LATIN CAPITAL LETTER N
§န,1,U+00A7 U+1014,SECTION SIGN | MYANMAR LETTER NA
§M,1,U+00A7 U+004D,SECTION SIGN | LATIN CAPITAL LETTER M
T၈,1,U+0054 U+1048,LATIN CAPITAL LETTER T | MYANMAR DIGIT EIGHT
ဌဠ,1,U+100C U+1020,MYANMAR LETTER TTHA | MYANMAR LETTER LLA
Sဖ,1,U+0053 U+1016,LATIN CAPITAL LETTER S | MYANMAR LETTER PHA
>J,1,U+003E U+004A,GREATER-THAN SIGN | LATIN CAPITAL LETTER J
၀×,1,U+1040 U+00D7,MYANMAR DIGIT ZERO | MULTIPLICATION SIGN
Nဒ,1,U+004E U+1012,LATIN CAPITAL LETTER N | MYANMAR LETTER DA
Bစ,1,U+0042 U+1005,LATIN CAPITAL LETTER B | MYANMAR LETTER CA
oဌ,1,U+006F U+100C,LATIN SMALL LETTER O | MYANMAR LETTER TTHA
Pဃ,1,U+0050 U+1003,LATIN CAPITAL LETTER P | MYANMAR LETTER GHA
Cယ,1,U+0043 U+101A,LATIN CAPITAL LETTER C | MYANMAR LETTER YA
%၃,1,U+0025 U+1043,PERCENT SIGN | MYANMAR DIGIT THREE
%၅,1,U+0025 U+1045,PERCENT SIGN | MYANMAR DIGIT FIVE
%၆,1,U+0025 U+1046,PERCENT SIGN | MYANMAR DIGIT SIX
%၈,1,U+0025 U+1048,PERCENT SIGN | MYANMAR DIGIT EIGHT
ထဃ,1,U+1011 U+1003,MYANMAR LETTER THA | MYANMAR LETTER GHA
ေL,1,U+1031 U+004C,MYANMAR VOWEL SIGN E | LATIN CAPITAL LETTER L
ဌH,1,U+100C U+0048,MYANMAR LETTER TTHA | LATIN CAPITAL LETTER H
5၊,1,U+0035 U+104A,DIGIT FIVE | MYANMAR SIGN LITTLE SECTION
ပ၅,1,U+1015 U+1045,MYANMAR LETTER PA | MYANMAR DIGIT FIVE
၆ံ,1,U+1046 U+1036,MYANMAR DIGIT SIX | MYANMAR SIGN ANUSVARA
၈ံ,1,U+1048 U+1036,MYANMAR DIGIT EIGHT | MYANMAR SIGN ANUSVARA
၈ၚ,1,U+1048 U+105A,MYANMAR DIGIT EIGHT | MYANMAR LETTER MON NGA
S?,1,U+0053 U+003F,LATIN CAPITAL LETTER S | QUESTION MARK
>ယ,1,U+003E U+101A,GREATER-THAN SIGN | MYANMAR LETTER YA
o#,1,U+006F U+0023,LATIN SMALL LETTER O | NUMBER SIGN
ၝူ,1,U+105D U+1030,MYANMAR LETTER MON BBE | MYANMAR VOWEL SIGN UU
ဳၠ,1,U+1033 U+1060,MYANMAR VOWEL SIGN MON II | MYANMAR CONSONANT SIGN MON MEDIAL LA
ၞၛ,1,U+105E U+105B,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER MON JHA
?M,1,U+003F U+004D,QUESTION MARK | LATIN CAPITAL LETTER M
ၟM,1,U+105F U+004D,MYANMAR CONSONANT SIGN MON MEDIAL MA | LATIN CAPITAL LETTER M
။ဲ,1,U+104B U+1032,MYANMAR SIGN SECTION | MYANMAR VOWEL SIGN AI
႔-,1,U+1094 U+002D,MYANMAR SHAN DIGIT FOUR | HYPHEN-MINUS
့႕,1,U+1037 U+1095,MYANMAR SIGN DOT BELOW | MYANMAR SHAN DIGIT FIVE
ဨဘ,1,U+1028 U+1018,MYANMAR LETTER MON E | MYANMAR LETTER BHA
ွ၂,1,U+103D U+1042,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR DIGIT TWO
ဵွ,1,U+1035 U+103D,MYANMAR VOWEL SIGN E ABOVE | MYANMAR CONSONANT SIGN MEDIAL WA
ဵဨ,1,U+1035 U+1028,MYANMAR VOWEL SIGN E ABOVE | MYANMAR LETTER MON E
=h,1,U+003D U+0068,EQUALS SIGN | LATIN SMALL LETTER H
ဓြ,1,U+1013 U+103C,MYANMAR LETTER DHA | MYANMAR CONSONANT SIGN MEDIAL RA
E၆,1,U+0045 U+1046,LATIN CAPITAL LETTER E | MYANMAR DIGIT SIX
RZ,1,U+0052 U+005A,LATIN CAPITAL LETTER R | LATIN CAPITAL LETTER Z
x4,1,U+0078 U+0034,LATIN SMALL LETTER X | DIGIT FOUR
VT,1,U+0056 U+0054,LATIN CAPITAL LETTER V | LATIN CAPITAL LETTER T
5ၜ,1,U+0035 U+105C,DIGIT FIVE | MYANMAR LETTER MON BBA
A၀,1,U+0041 U+1040,LATIN CAPITAL LETTER A | MYANMAR DIGIT ZERO
Tဆ,1,U+0054 U+1006,LATIN CAPITAL LETTER T | MYANMAR LETTER CHA
Yစ,1,U+0059 U+1005,LATIN CAPITAL LETTER Y | MYANMAR LETTER CA
၅ံ,1,U+1045 U+1036,MYANMAR DIGIT FIVE | MYANMAR SIGN ANUSVARA
၆[,1,U+1046 U+005B,MYANMAR DIGIT SIX | LEFT SQUARE BRACKET
္A,1,U+1039 U+0041,MYANMAR SIGN VIRAMA | LATIN CAPITAL LETTER A
၊ဲ,1,U+104A U+1032,MYANMAR SIGN LITTLE SECTION | MYANMAR VOWEL SIGN AI
႔ဘ,1,U+1094 U+1018,MYANMAR SHAN DIGIT FOUR | MYANMAR LETTER BHA
ႊ(,1,U+108A U+0028,MYANMAR SIGN SHAN TONE-6 | LEFT PARENTHESIS
၊f,1,U+104A U+0066,MYANMAR SIGN LITTLE SECTION | LATIN SMALL LETTER F
M၂,1,U+004D U+1042,LATIN CAPITAL LETTER M | MYANMAR DIGIT TWO
ၜွ,1,U+105C U+103D,MYANMAR LETTER MON BBA | MYANMAR CONSONANT SIGN MEDIAL WA
$၅,1,U+0024 U+1045,DOLLAR SIGN | MYANMAR DIGIT FIVE
W+,1,U+0057 U+002B,LATIN CAPITAL LETTER W | PLUS SIGN
M/,1,U+004D U+002F,LATIN CAPITAL LETTER M | SOLIDUS
၄ၚ,1,U+1044 U+105A,MYANMAR DIGIT FOUR | MYANMAR LETTER MON NGA
3X,1,U+0033 U+0058,DIGIT THREE | LATIN CAPITAL LETTER X
Xဏ,1,U+0058 U+100F,LATIN CAPITAL LETTER X | MYANMAR LETTER NNA
ပM,1,U+1015 U+004D,MYANMAR LETTER PA | LATIN CAPITAL LETTER M
[z,1,U+005B U+007A,LEFT SQUARE BRACKET | LATIN SMALL LETTER Z
ထ႟,1,U+1011 U+109F,MYANMAR LETTER THA | MYANMAR SYMBOL SHAN EXCLAMATION
႟႟,1,U+109F U+109F,MYANMAR SYMBOL SHAN EXCLAMATION | MYANMAR SYMBOL SHAN EXCLAMATION
႟္,1,U+109F U+1039,MYANMAR SYMBOL SHAN EXCLAMATION | MYANMAR SIGN VIRAMA
rၚ,1,U+0072 U+105A,LATIN SMALL LETTER R | MYANMAR LETTER MON NGA
Lဒ,1,U+004C U+1012,LATIN CAPITAL LETTER L | MYANMAR LETTER DA
ဟ၅,1,U+101F U+1045,MYANMAR LETTER HA | MYANMAR DIGIT FIVE
dဥ,1,U+0064 U+1025,LATIN SMALL LETTER D | MYANMAR LETTER U
။ိ,1,U+104B U+102D,MYANMAR SIGN SECTION | MYANMAR VOWEL SIGN I
8+,1,U+0038 U+002B,DIGIT EIGHT | PLUS SIGN
ၚR,1,U+105A U+0052,MYANMAR LETTER MON NGA | LATIN CAPITAL LETTER R
Lဣ,1,U+004C U+1023,LATIN CAPITAL LETTER L | MYANMAR LETTER I
Tည,1,U+0054 U+100A,LATIN CAPITAL LETTER T | MYANMAR LETTER NNYA
ြe,1,U+103C U+0065,MYANMAR CONSONANT SIGN MEDIAL RA | LATIN SMALL LETTER E
၁m,1,U+1041 U+006D,MYANMAR DIGIT ONE | LATIN SMALL LETTER M
ဴံ,1,U+1034 U+1036,MYANMAR VOWEL SIGN MON O | MYANMAR SIGN ANUSVARA
9ၜ,1,U+0039 U+105C,DIGIT NINE | MYANMAR LETTER MON BBA
YR,1,U+0059 U+0052,LATIN CAPITAL LETTER Y | LATIN CAPITAL LETTER R
ှ႕,1,U+103E U+1095,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SHAN DIGIT FIVE
စႊ,1,U+1005 U+108A,MYANMAR LETTER CA | MYANMAR SIGN SHAN TONE-6
bည,1,U+0062 U+100A,LATIN SMALL LETTER B | MYANMAR LETTER NNYA
ှT,1,U+103E U+0054,MYANMAR CONSONANT SIGN MEDIAL HA | LATIN CAPITAL LETTER T
၂R,1,U+1042 U+0052,MYANMAR DIGIT TWO | LATIN CAPITAL LETTER R
ဲှ,1,U+1032 U+103E,MYANMAR VOWEL SIGN AI | MYANMAR CONSONANT SIGN MEDIAL HA
V4,1,U+0056 U+0034,LATIN CAPITAL LETTER V | DIGIT FOUR
၈ေ,1,U+1048 U+1031,MYANMAR DIGIT EIGHT | MYANMAR VOWEL SIGN E
Cေ,1,U+0043 U+1031,LATIN CAPITAL LETTER C | MYANMAR VOWEL SIGN E
းၠ,1,U+1038 U+1060,MYANMAR SIGN VISARGA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ှ¬,1,U+103E U+00AC,MYANMAR CONSONANT SIGN MEDIAL HA | NOT SIGN
¬်,1,U+00AC U+103A,NOT SIGN | MYANMAR SIGN ASAT
မဈ,1,U+1019 U+1008,MYANMAR LETTER MA | MYANMAR LETTER JHA
၊ှ,1,U+104A U+103E,MYANMAR SIGN LITTLE SECTION | MYANMAR CONSONANT SIGN MEDIAL HA
၆ဋ,1,U+1046 U+100B,MYANMAR DIGIT SIX | MYANMAR LETTER TTA
ဣဃ,1,U+1023 U+1003,MYANMAR LETTER I | MYANMAR LETTER GHA
iဘ,1,U+0069 U+1018,LATIN SMALL LETTER I | MYANMAR LETTER BHA
n႐,1,U+006E U+1090,LATIN SMALL LETTER N | MYANMAR SHAN DIGIT ZERO
ႅင,1,U+1085 U+1004,MYANMAR VOWEL SIGN SHAN E ABOVE | MYANMAR LETTER NGA
္႐,1,U+1039 U+1090,MYANMAR SIGN VIRAMA | MYANMAR SHAN DIGIT ZERO
ထၸ,1,U+1011 U+1078,MYANMAR LETTER THA | MYANMAR LETTER SHAN CA
