trigram,count,codepoints,unicode_names
ါဏီ,1,U+102B U+100F U+102E,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER NNA | MYANMAR VOWEL SIGN II
ီ၊စ,1,U+102E U+104A U+1005,MYANMAR VOWEL SIGN II | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER CA
၊စရ,1,U+104A U+1005 U+101B,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER CA | MYANMAR LETTER RA
းဟာ,1,U+1038 U+101F U+102C,MYANMAR SIGN VISARGA | MYANMAR LETTER HA | MYANMAR VOWEL SIGN AA
ူဗဟ,1,U+1030 U+1017 U+101F,MYANMAR VOWEL SIGN UU | MYANMAR LETTER BA | MYANMAR LETTER HA
ီ၊အ,1,U+102E U+104A U+1021,MYANMAR VOWEL SIGN II | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER A
ူအယ,1,U+1030 U+1021 U+101A,MYANMAR VOWEL SIGN UU | MYANMAR LETTER A | MYANMAR LETTER YA
၄စဵ,1,U+1044 U+1005 U+1035,MYANMAR DIGIT FOUR | MYANMAR LETTER CA | MYANMAR VOWEL SIGN E ABOVE
်၃၅,1,U+103A U+1043 U+1045,MYANMAR SIGN ASAT | MYANMAR DIGIT THREE | MYANMAR DIGIT FIVE
၃၅ဒ,1,U+1043 U+1045 U+1012,MYANMAR DIGIT THREE | MYANMAR DIGIT FIVE | MYANMAR LETTER DA
၅ဒး,1,U+1045 U+1012 U+1038,MYANMAR DIGIT FIVE | MYANMAR LETTER DA | MYANMAR SIGN VISARGA
ံအတ,1,U+1036 U+1021 U+1010,MYANMAR SIGN ANUSVARA | MYANMAR LETTER A | MYANMAR LETTER TA
ၚးက,1,U+105A U+1038 U+1000,MYANMAR LETTER MON NGA | MYANMAR SIGN VISARGA | MYANMAR LETTER KA
ၚးမ,1,U+105A U+1038 U+1019,MYANMAR LETTER MON NGA | MYANMAR SIGN VISARGA | MYANMAR LETTER MA
စပိ,1,U+1005 U+1015 U+102D,MYANMAR LETTER CA | MYANMAR LETTER PA | MYANMAR VOWEL SIGN I
ို့,1,U+102D U+102F U+1037,MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U | MYANMAR SIGN DOT BELOW
ု့စ,1,U+102F U+1037 U+1005,MYANMAR VOWEL SIGN U | MYANMAR SIGN DOT BELOW | MYANMAR LETTER CA
့စ်,1,U+1037 U+1005 U+103A,MYANMAR SIGN DOT BELOW | MYANMAR LETTER CA | MYANMAR SIGN ASAT
ံဗက,1,U+1036 U+1017 U+1000,MYANMAR SIGN ANUSVARA | MYANMAR LETTER BA | MYANMAR LETTER KA
ဵုဩ,1,U+1035 U+102F U+1029,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER O
ုဩန,1,U+102F U+1029 U+1014,MYANMAR VOWEL SIGN U | MYANMAR LETTER O | MYANMAR LETTER NA
ကုဥ,1,U+1000 U+102F U+1025,MYANMAR LETTER KA | MYANMAR VOWEL SIGN U | MYANMAR LETTER U
စအဂ,1,U+1005 U+1021 U+1002,MYANMAR LETTER CA | MYANMAR LETTER A | MYANMAR LETTER GA
ဟိီ,1,U+101F U+102D U+102E,MYANMAR LETTER HA | MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN II
ိီု,1,U+102D U+102E U+102F,MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U
မာ၂,1,U+1019 U+102C U+1042,MYANMAR LETTER MA | MYANMAR VOWEL SIGN AA | MYANMAR DIGIT TWO
်၁ဇ,1,U+103A U+1041 U+1007,MYANMAR SIGN ASAT | MYANMAR DIGIT ONE | MYANMAR LETTER JA
၁ဇက,1,U+1041 U+1007 U+1000,MYANMAR DIGIT ONE | MYANMAR LETTER JA | MYANMAR LETTER KA
ံ၂ဒ,1,U+1036 U+1042 U+1012,MYANMAR SIGN ANUSVARA | MYANMAR DIGIT TWO | MYANMAR LETTER DA
စဴန,1,U+1005 U+1034 U+1014,MYANMAR LETTER CA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER NA
ူဇြ,1,U+1030 U+1007 U+103C,MYANMAR VOWEL SIGN UU | MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL RA
ခဏတ,1,U+1001 U+100F U+1010,MYANMAR LETTER KHA | MYANMAR LETTER NNA | MYANMAR LETTER TA
ဏတု,1,U+100F U+1010 U+102F,MYANMAR LETTER NNA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN U
ံဖု,1,U+1036 U+1016 U+102F,MYANMAR SIGN ANUSVARA | MYANMAR LETTER PHA | MYANMAR VOWEL SIGN U
မကပ,1,U+1019 U+1000 U+1015,MYANMAR LETTER MA | MYANMAR LETTER KA | MYANMAR LETTER PA
၁၃၃,1,U+1041 U+1043 U+1043,MYANMAR DIGIT ONE | MYANMAR DIGIT THREE | MYANMAR DIGIT THREE
၃၃၂,1,U+1043 U+1043 U+1042,MYANMAR DIGIT THREE | MYANMAR DIGIT THREE | MYANMAR DIGIT TWO
်၄၃,1,U+103A U+1044 U+1043,MYANMAR SIGN ASAT | MYANMAR DIGIT FOUR | MYANMAR DIGIT THREE
၄၃၀,1,U+1044 U+1043 U+1040,MYANMAR DIGIT FOUR | MYANMAR DIGIT THREE | MYANMAR DIGIT ZERO
တံ၈,1,U+1010 U+1036 U+1048,MYANMAR LETTER TA | MYANMAR SIGN ANUSVARA | MYANMAR DIGIT EIGHT
ံ၈၀,1,U+1036 U+1048 U+1040,MYANMAR SIGN ANUSVARA | MYANMAR DIGIT EIGHT | MYANMAR DIGIT ZERO
၀၀ဂ,1,U+1040 U+1040 U+1002,MYANMAR DIGIT ZERO | MYANMAR DIGIT ZERO | MYANMAR LETTER GA
ါဗေ,1,U+102B U+1017 U+1031,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER BA | MYANMAR VOWEL SIGN E
တဂေ,1,U+1010 U+1002 U+1031,MYANMAR LETTER TA | MYANMAR LETTER GA | MYANMAR VOWEL SIGN E
ြးခ,1,U+103C U+1038 U+1001,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR SIGN VISARGA | MYANMAR LETTER KHA
ဂိပ,1,U+1002 U+102D U+1015,MYANMAR LETTER GA | MYANMAR VOWEL SIGN I | MYANMAR LETTER PA
ၠကီ,1,U+1060 U+1000 U+102E,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN II
ၠစဵ,1,U+1060 U+1005 U+1035,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER CA | MYANMAR VOWEL SIGN E ABOVE
ု၁၀,1,U+102F U+1041 U+1040,MYANMAR VOWEL SIGN U | MYANMAR DIGIT ONE | MYANMAR DIGIT ZERO
ၠနူ,1,U+1060 U+1014 U+1030,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER NA | MYANMAR VOWEL SIGN UU
ူအု,1,U+1030 U+1021 U+102F,MYANMAR VOWEL SIGN UU | MYANMAR LETTER A | MYANMAR VOWEL SIGN U
၃၊၁,1,U+1043 U+104A U+1041,MYANMAR DIGIT THREE | MYANMAR SIGN LITTLE SECTION | MYANMAR DIGIT ONE
၊၁၅,1,U+104A U+1041 U+1045,MYANMAR SIGN LITTLE SECTION | MYANMAR DIGIT ONE | MYANMAR DIGIT FIVE
၁၅၊,1,U+1041 U+1045 U+104A,MYANMAR DIGIT ONE | MYANMAR DIGIT FIVE | MYANMAR SIGN LITTLE SECTION
၁၊ဗ,1,U+1041 U+104A U+1017,MYANMAR DIGIT ONE | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER BA
္ဒဲ,1,U+1039 U+1012 U+1032,MYANMAR SIGN VIRAMA | MYANMAR LETTER DA | MYANMAR VOWEL SIGN AI
ါကွ,1,U+102B U+1000 U+103D,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL WA
်ယံ,1,U+103A U+101A U+1036,MYANMAR SIGN ASAT | MYANMAR LETTER YA | MYANMAR SIGN ANUSVARA
ော၂,1,U+1031 U+102C U+1042,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA | MYANMAR DIGIT TWO
ာ၂၊,1,U+102C U+1042 U+104A,MYANMAR VOWEL SIGN AA | MYANMAR DIGIT TWO | MYANMAR SIGN LITTLE SECTION
၂၊အ,1,U+1042 U+104A U+1021,MYANMAR DIGIT TWO | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER A
ေအေ,1,U+1031 U+1021 U+1031,MYANMAR VOWEL SIGN E | MYANMAR LETTER A | MYANMAR VOWEL SIGN E
ယူတ,1,U+101A U+1030 U+1010,MYANMAR LETTER YA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER TA
ါဒၞ,1,U+102B U+1012 U+105E,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL NA
၂၄တ,1,U+1042 U+1044 U+1010,MYANMAR DIGIT TWO | MYANMAR DIGIT FOUR | MYANMAR LETTER TA
၄တ္,1,U+1044 U+1010 U+1039,MYANMAR DIGIT FOUR | MYANMAR LETTER TA | MYANMAR SIGN VIRAMA
။အလ,1,U+104B U+1021 U+101C,MYANMAR SIGN SECTION | MYANMAR LETTER A | MYANMAR LETTER LA
၀မဒ,1,U+1040 U+1019 U+1012,MYANMAR DIGIT ZERO | MYANMAR LETTER MA | MYANMAR LETTER DA
အစိ,1,U+1021 U+1005 U+102D,MYANMAR LETTER A | MYANMAR LETTER CA | MYANMAR VOWEL SIGN I
အစပ,1,U+1021 U+1005 U+1015,MYANMAR LETTER A | MYANMAR LETTER CA | MYANMAR LETTER PA
အစၚ,1,U+1021 U+1005 U+105A,MYANMAR LETTER A | MYANMAR LETTER CA | MYANMAR LETTER MON NGA
သအဃ,1,U+101E U+1021 U+1003,MYANMAR LETTER SA | MYANMAR LETTER A | MYANMAR LETTER GHA
ာအဂ,1,U+102C U+1021 U+1002,MYANMAR VOWEL SIGN AA | MYANMAR LETTER A | MYANMAR LETTER GA
အဂၠ,1,U+1021 U+1002 U+1060,MYANMAR LETTER A | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ၠဴအ,1,U+1060 U+1034 U+1021,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER A
ဴအဂ,1,U+1034 U+1021 U+1002,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER A | MYANMAR LETTER GA
ၞဲအ,1,U+105E U+1032 U+1021,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER A
ဲအဂ,1,U+1032 U+1021 U+1002,MYANMAR VOWEL SIGN AI | MYANMAR LETTER A | MYANMAR LETTER GA
ဂၞု,1,U+1002 U+105E U+102F,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN U
ၞုအ,1,U+105E U+102F U+1021,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN U | MYANMAR LETTER A
အဂြ,1,U+1021 U+1002 U+103C,MYANMAR LETTER A | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL RA
ဂြအ,1,U+1002 U+103C U+1021,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER A
ြအ်,1,U+103C U+1021 U+103A,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER A | MYANMAR SIGN ASAT
ိအဂ,1,U+102D U+1021 U+1002,MYANMAR VOWEL SIGN I | MYANMAR LETTER A | MYANMAR LETTER GA
္ဂအ,1,U+1039 U+1002 U+1021,MYANMAR SIGN VIRAMA | MYANMAR LETTER GA | MYANMAR LETTER A
ဂအဂ,1,U+1002 U+1021 U+1002,MYANMAR LETTER GA | MYANMAR LETTER A | MYANMAR LETTER GA
အဂီ,1,U+1021 U+1002 U+102E,MYANMAR LETTER A | MYANMAR LETTER GA | MYANMAR VOWEL SIGN II
အခၠ,1,U+1021 U+1001 U+1060,MYANMAR LETTER A | MYANMAR LETTER KHA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ျဴအ,1,U+103B U+1034 U+1021,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER A
ဴအခ,1,U+1034 U+1021 U+1001,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER A | MYANMAR LETTER KHA
ျုက,1,U+103B U+102F U+1000,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN U | MYANMAR LETTER KA
ေါဘ,1,U+1031 U+102B U+1018,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER BHA
ါဘန,1,U+102B U+1018 U+1014,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER BHA | MYANMAR LETTER NA
ဘနဳ,1,U+1018 U+1014 U+1033,MYANMAR LETTER BHA | MYANMAR LETTER NA | MYANMAR VOWEL SIGN MON II
ဳအခ,1,U+1033 U+1021 U+1001,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER A | MYANMAR LETTER KHA
အနိ,1,U+1021 U+1014 U+102D,MYANMAR LETTER A | MYANMAR LETTER NA | MYANMAR VOWEL SIGN I
