trigram,count,codepoints,unicode_names
ဵုဒ,134,U+1035 U+102F U+1012,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER DA
ှ်မ,134,U+103E U+103A U+1019,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER MA
ဂကေ,134,U+1002 U+1000 U+1031,MYANMAR LETTER GA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN E
က်သ,134,U+1000 U+103A U+101E,MYANMAR LETTER KA | MYANMAR SIGN ASAT | MYANMAR LETTER SA
အ်က,133,U+1021 U+103A U+1000,MYANMAR LETTER A | MYANMAR SIGN ASAT | MYANMAR LETTER KA
ှ်တ,132,U+103E U+103A U+1010,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER TA
န်အ,132,U+1014 U+103A U+1021,MYANMAR LETTER NA | MYANMAR SIGN ASAT | MYANMAR LETTER A
လုပ,132,U+101C U+102F U+1015,MYANMAR LETTER LA | MYANMAR VOWEL SIGN U | MYANMAR LETTER PA
်သက,132,U+103A U+101E U+1000,MYANMAR SIGN ASAT | MYANMAR LETTER SA | MYANMAR LETTER KA
က်တ,132,U+1000 U+103A U+1010,MYANMAR LETTER KA | MYANMAR SIGN ASAT | MYANMAR LETTER TA
ဵုပ,131,U+1035 U+102F U+1015,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER PA
န်လ,131,U+1014 U+103A U+101C,MYANMAR LETTER NA | MYANMAR SIGN ASAT | MYANMAR LETTER LA
ိတ်,131,U+102D U+1010 U+103A,MYANMAR VOWEL SIGN I | MYANMAR LETTER TA | MYANMAR SIGN ASAT
ပန်,131,U+1015 U+1014 U+103A,MYANMAR LETTER PA | MYANMAR LETTER NA | MYANMAR SIGN ASAT
ဟ်တ,130,U+101F U+103A U+1010,MYANMAR LETTER HA | MYANMAR SIGN ASAT | MYANMAR LETTER TA
ၚ်စ,129,U+105A U+103A U+1005,MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT | MYANMAR LETTER CA
ျာ်,128,U+103B U+102C U+103A,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN AA | MYANMAR SIGN ASAT
ဟို,128,U+101F U+102D U+102F,MYANMAR LETTER HA | MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U
ဲကဵ,128,U+1032 U+1000 U+1035,MYANMAR VOWEL SIGN AI | MYANMAR LETTER KA | MYANMAR VOWEL SIGN E ABOVE
သ္ၚ,128,U+101E U+1039 U+105A,MYANMAR LETTER SA | MYANMAR SIGN VIRAMA | MYANMAR LETTER MON NGA
ျို,127,U+103B U+102D U+102F,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U
်ဟီ,127,U+103A U+101F U+102E,MYANMAR SIGN ASAT | MYANMAR LETTER HA | MYANMAR VOWEL SIGN II
ှ်ပ,127,U+103E U+103A U+1015,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER PA
ဵုဂ,126,U+1035 U+102F U+1002,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER GA
ဒုၚ,126,U+1012 U+102F U+105A,MYANMAR LETTER DA | MYANMAR VOWEL SIGN U | MYANMAR LETTER MON NGA
အရေ,126,U+1021 U+101B U+1031,MYANMAR LETTER A | MYANMAR LETTER RA | MYANMAR VOWEL SIGN E
သၟိ,126,U+101E U+105F U+102D,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN I
ၚ်ဟ,125,U+105A U+103A U+101F,MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT | MYANMAR LETTER HA
က်အ,125,U+1000 U+103A U+1021,MYANMAR LETTER KA | MYANMAR SIGN ASAT | MYANMAR LETTER A
မာန,124,U+1019 U+102C U+1014,MYANMAR LETTER MA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER NA
်ပရ,124,U+103A U+1015 U+101B,MYANMAR SIGN ASAT | MYANMAR LETTER PA | MYANMAR LETTER RA
ုဲပ,124,U+102F U+1032 U+1015,MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AI | MYANMAR LETTER PA
တ်သ,123,U+1010 U+103A U+101E,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR LETTER SA
ဟ်က,123,U+101F U+103A U+1000,MYANMAR LETTER HA | MYANMAR SIGN ASAT | MYANMAR LETTER KA
္ဍိ,123,U+1039 U+100D U+102D,MYANMAR SIGN VIRAMA | MYANMAR LETTER DDA | MYANMAR VOWEL SIGN I
ာဝ်,123,U+102C U+101D U+103A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER WA | MYANMAR SIGN ASAT
ွဟ်,123,U+103D U+101F U+103A,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER HA | MYANMAR SIGN ASAT
ွံသ,122,U+103D U+1036 U+101E,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER SA
ပ္တ,122,U+1015 U+1039 U+1010,MYANMAR LETTER PA | MYANMAR SIGN VIRAMA | MYANMAR LETTER TA
တ်အ,122,U+1010 U+103A U+1021,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR LETTER A
်ဗွ,121,U+103A U+1017 U+103D,MYANMAR SIGN ASAT | MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL WA
ခို,120,U+1001 U+102D U+102F,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U
ောတ,120,U+1031 U+102C U+1010,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA | MYANMAR LETTER TA
်ဇြ,120,U+103A U+1007 U+103C,MYANMAR SIGN ASAT | MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL RA
ောဝ,119,U+1031 U+102C U+101D,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA | MYANMAR LETTER WA
ညံၚ,118,U+100A U+1036 U+105A,MYANMAR LETTER NNYA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER MON NGA
တ်န,118,U+1010 U+103A U+1014,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR LETTER NA
တန်,118,U+1010 U+1014 U+103A,MYANMAR LETTER TA | MYANMAR LETTER NA | MYANMAR SIGN ASAT
ပၞါ,118,U+1015 U+105E U+102B,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN TALL AA
ၞါန,118,U+105E U+102B U+1014,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER NA
လော,117,U+101C U+1031 U+102C,MYANMAR LETTER LA | MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA
က္ဍ,116,U+1000 U+1039 U+100D,MYANMAR LETTER KA | MYANMAR SIGN VIRAMA | MYANMAR LETTER DDA
ၚ်။,115,U+105A U+103A U+104B,MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT | MYANMAR SIGN SECTION
ကြာ,115,U+1000 U+103C U+102C,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN AA
်တၠ,115,U+103A U+1010 U+1060,MYANMAR SIGN ASAT | MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL LA
်ဒၟ,115,U+103A U+1012 U+105F,MYANMAR SIGN ASAT | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL MA
်ပိ,114,U+103A U+1015 U+102D,MYANMAR SIGN ASAT | MYANMAR LETTER PA | MYANMAR VOWEL SIGN I
ကေု,114,U+1000 U+1031 U+102F,MYANMAR LETTER KA | MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN U
ေုာ,114,U+1031 U+102F U+102C,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AA
ုာံ,114,U+102F U+102C U+1036,MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AA | MYANMAR SIGN ANUSVARA
န်ည,113,U+1014 U+103A U+100A,MYANMAR LETTER NA | MYANMAR SIGN ASAT | MYANMAR LETTER NNYA
တ်ရ,112,U+1010 U+103A U+101B,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR LETTER RA
ဟ်မ,112,U+101F U+103A U+1019,MYANMAR LETTER HA | MYANMAR SIGN ASAT | MYANMAR LETTER MA
လွဟ,112,U+101C U+103D U+101F,MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER HA
ိန်,111,U+102D U+1014 U+103A,MYANMAR VOWEL SIGN I | MYANMAR LETTER NA | MYANMAR SIGN ASAT
်အက,110,U+103A U+1021 U+1000,MYANMAR SIGN ASAT | MYANMAR LETTER A | MYANMAR LETTER KA
ဝ်မ,110,U+101D U+103A U+1019,MYANMAR LETTER WA | MYANMAR SIGN ASAT | MYANMAR LETTER MA
စၟတ,110,U+1005 U+105F U+1010,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER TA
ညးတ,109,U+100A U+1038 U+1010,MYANMAR LETTER NNYA | MYANMAR SIGN VISARGA | MYANMAR LETTER TA
မၠိ,109,U+1019 U+1060 U+102D,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN I
ညိ။,109,U+100A U+102D U+104B,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN I | MYANMAR SIGN SECTION
္တိ,109,U+1039 U+1010 U+102D,MYANMAR SIGN VIRAMA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN I
နူက,109,U+1014 U+1030 U+1000,MYANMAR LETTER NA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER KA
သကိ,109,U+101E U+1000 U+102D,MYANMAR LETTER SA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN I
သေံ,109,U+101E U+1031 U+1036,MYANMAR LETTER SA | MYANMAR VOWEL SIGN E | MYANMAR SIGN ANUSVARA
ာပ်,108,U+102C U+1015 U+103A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER PA | MYANMAR SIGN ASAT
ှ်ဂ,108,U+103E U+103A U+1002,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER GA
ဍာ်,107,U+100D U+102C U+103A,MYANMAR LETTER DDA | MYANMAR VOWEL SIGN AA | MYANMAR SIGN ASAT
ဝ်ပ,106,U+101D U+103A U+1015,MYANMAR LETTER WA | MYANMAR SIGN ASAT | MYANMAR LETTER PA
်ဂၠ,106,U+103A U+1002 U+1060,MYANMAR SIGN ASAT | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MON MEDIAL LA
်သွ,106,U+103A U+101E U+103D,MYANMAR SIGN ASAT | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL WA
ံကဵ,106,U+1036 U+1000 U+1035,MYANMAR SIGN ANUSVARA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN E ABOVE
ထော,105,U+1011 U+1031 U+102C,MYANMAR LETTER THA | MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA
ဝွံ,103,U+101D U+103D U+1036,MYANMAR LETTER WA | MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA
ဂမၠ,103,U+1002 U+1019 U+1060,MYANMAR LETTER GA | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MON MEDIAL LA
သၞာ,103,U+101E U+105E U+102C,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN AA
်ဂတ,103,U+103A U+1002 U+1010,MYANMAR SIGN ASAT | MYANMAR LETTER GA | MYANMAR LETTER TA
ှ်လ,103,U+103E U+103A U+101C,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER LA
ှ်န,102,U+103E U+103A U+1014,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER NA
ွံရ,102,U+103D U+1036 U+101B,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER RA
ကအ်,102,U+1000 U+1021 U+103A,MYANMAR LETTER KA | MYANMAR LETTER A | MYANMAR SIGN ASAT
ဝ်တ,102,U+101D U+103A U+1010,MYANMAR LETTER WA | MYANMAR SIGN ASAT | MYANMAR LETTER TA
ီုလ,102,U+102E U+102F U+101C,MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U | MYANMAR LETTER LA
ဆက်,101,U+1006 U+1000 U+103A,MYANMAR LETTER CHA | MYANMAR LETTER KA | MYANMAR SIGN ASAT
ုညး,100,U+102F U+100A U+1038,MYANMAR VOWEL SIGN U | MYANMAR LETTER NNYA | MYANMAR SIGN VISARGA
မံက,100,U+1019 U+1036 U+1000,MYANMAR LETTER MA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER KA
ှ်သ,99,U+103E U+103A U+101E,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER SA
်လ္,99,U+103A U+101C U+1039,MYANMAR SIGN ASAT | MYANMAR LETTER LA | MYANMAR SIGN VIRAMA
်နာ,98,U+103A U+1014 U+102C,MYANMAR SIGN ASAT | MYANMAR LETTER NA | MYANMAR VOWEL SIGN AA
်လိ,98,U+103A U+101C U+102D,MYANMAR SIGN ASAT | MYANMAR LETTER LA | MYANMAR VOWEL SIGN I
ွံတ,97,U+103D U+1036 U+1010,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER TA
ွံဂ,97,U+103D U+1036 U+1002,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER GA
ဒးဒ,97,U+1012 U+1038 U+1012,MYANMAR LETTER DA | MYANMAR SIGN VISARGA | MYANMAR LETTER DA
ာ်မ,97,U+102C U+103A U+1019,MYANMAR VOWEL SIGN AA | MYANMAR SIGN ASAT | MYANMAR LETTER MA
်တ္,97,U+103A U+1010 U+1039,MYANMAR SIGN ASAT | MYANMAR LETTER TA | MYANMAR SIGN VIRAMA
အကြ,97,U+1021 U+1000 U+103C,MYANMAR LETTER A | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL RA
ရ။ပ,97,U+101B U+104B U+1015,MYANMAR LETTER RA | MYANMAR SIGN SECTION | MYANMAR LETTER PA
်နက,97,U+103A U+1014 U+1000,MYANMAR SIGN ASAT | MYANMAR LETTER NA | MYANMAR LETTER KA
်အရ,95,U+103A U+1021 U+101B,MYANMAR SIGN ASAT | MYANMAR LETTER A | MYANMAR LETTER RA
ိုဲ,95,U+102D U+102F U+1032,MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AI
ွံဒ,95,U+103D U+1036 U+1012,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER DA
်တိ,95,U+103A U+1010 U+102D,MYANMAR SIGN ASAT | MYANMAR LETTER TA | MYANMAR VOWEL SIGN I
ဵုတ,94,U+1035 U+102F U+1010,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER TA
အခေ,94,U+1021 U+1001 U+1031,MYANMAR LETTER A | MYANMAR LETTER KHA | MYANMAR VOWEL SIGN E
န်၊,94,U+1014 U+103A U+104A,MYANMAR LETTER NA | MYANMAR SIGN ASAT | MYANMAR SIGN LITTLE SECTION
ပါ်,94,U+1015 U+102B U+103A,MYANMAR LETTER PA | MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN ASAT
်က္,93,U+103A U+1000 U+1039,MYANMAR SIGN ASAT | MYANMAR LETTER KA | MYANMAR SIGN VIRAMA
းဍု,93,U+1038 U+100D U+102F,MYANMAR SIGN VISARGA | MYANMAR LETTER DDA | MYANMAR VOWEL SIGN U
သီု,93,U+101E U+102E U+102F,MYANMAR LETTER SA | MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U
္ၚိ,92,U+1039 U+105A U+102D,MYANMAR SIGN VIRAMA | MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN I
်ပတ,91,U+103A U+1015 U+1010,MYANMAR SIGN ASAT | MYANMAR LETTER PA | MYANMAR LETTER TA
လ္ၚ,90,U+101C U+1039 U+105A,MYANMAR LETTER LA | MYANMAR SIGN VIRAMA | MYANMAR LETTER MON NGA
ပ်ဗ,90,U+1015 U+103A U+1017,MYANMAR LETTER PA | MYANMAR SIGN ASAT | MYANMAR LETTER BA
တၟိ,90,U+1010 U+105F U+102D,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN I
ဂီု,90,U+1002 U+102E U+102F,MYANMAR LETTER GA | MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U
ရမ္,90,U+101B U+1019 U+1039,MYANMAR LETTER RA | MYANMAR LETTER MA | MYANMAR SIGN VIRAMA
ာတအ,89,U+102C U+1010 U+1021,MYANMAR VOWEL SIGN AA | MYANMAR LETTER TA | MYANMAR LETTER A
တိတ,89,U+1010 U+102D U+1010,MYANMAR LETTER TA | MYANMAR VOWEL SIGN I | MYANMAR LETTER TA
ဒၞာ,89,U+1012 U+105E U+102C,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN AA
ွံပ,89,U+103D U+1036 U+1015,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER PA
်ပၠ,89,U+103A U+1015 U+1060,MYANMAR SIGN ASAT | MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL LA
န်ဍ,89,U+1014 U+103A U+100D,MYANMAR LETTER NA | MYANMAR SIGN ASAT | MYANMAR LETTER DDA
ဝဵု,89,U+101D U+1035 U+102F,MYANMAR LETTER WA | MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U
တ်ဒ,88,U+1010 U+103A U+1012,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR LETTER DA
မဒှ,88,U+1019 U+1012 U+103E,MYANMAR LETTER MA | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL HA
အ်မ,87,U+1021 U+103A U+1019,MYANMAR LETTER A | MYANMAR SIGN ASAT | MYANMAR LETTER MA
ေက်,87,U+1031 U+1000 U+103A,MYANMAR VOWEL SIGN E | MYANMAR LETTER KA | MYANMAR SIGN ASAT
ၟာတ,87,U+105F U+102C U+1010,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER TA
ောအ,87,U+1031 U+102C U+1021,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA | MYANMAR LETTER A
ခေတ,86,U+1001 U+1031 U+1010,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN E | MYANMAR LETTER TA
ဂို,86,U+1002 U+102D U+102F,MYANMAR LETTER GA | MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U
်သီ,86,U+103A U+101E U+102E,MYANMAR SIGN ASAT | MYANMAR LETTER SA | MYANMAR VOWEL SIGN II
အ်တ,86,U+1021 U+103A U+1010,MYANMAR LETTER A | MYANMAR SIGN ASAT | MYANMAR LETTER TA
်ပန,86,U+103A U+1015 U+1014,MYANMAR SIGN ASAT | MYANMAR LETTER PA | MYANMAR LETTER NA
တၚ်,86,U+1010 U+105A U+103A,MYANMAR LETTER TA | MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT
ဒက်,86,U+1012 U+1000 U+103A,MYANMAR LETTER DA | MYANMAR LETTER KA | MYANMAR SIGN ASAT
်စိ,85,U+103A U+1005 U+102D,MYANMAR SIGN ASAT | MYANMAR LETTER CA | MYANMAR VOWEL SIGN I
သာၚ,85,U+101E U+102C U+105A,MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER MON NGA
မၠေ,84,U+1019 U+1060 U+1031,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN E
သာ်,84,U+101E U+102C U+103A,MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA | MYANMAR SIGN ASAT
ေဟ်,84,U+1031 U+101F U+103A,MYANMAR VOWEL SIGN E | MYANMAR LETTER HA | MYANMAR SIGN ASAT
ွံလ,84,U+103D U+1036 U+101C,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER LA
အဝဵ,84,U+1021 U+101D U+1035,MYANMAR LETTER A | MYANMAR LETTER WA | MYANMAR VOWEL SIGN E ABOVE
နိဂ,84,U+1014 U+102D U+1002,MYANMAR LETTER NA | MYANMAR VOWEL SIGN I | MYANMAR LETTER GA
်သေ,83,U+103A U+101E U+1031,MYANMAR SIGN ASAT | MYANMAR LETTER SA | MYANMAR VOWEL SIGN E
ါၚ်,83,U+102B U+105A U+103A,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT
ိတု,83,U+102D U+1010 U+102F,MYANMAR VOWEL SIGN I | MYANMAR LETTER TA | MYANMAR VOWEL SIGN U
ိဂီ,83,U+102D U+1002 U+102E,MYANMAR VOWEL SIGN I | MYANMAR LETTER GA | MYANMAR VOWEL SIGN II
္သာ,83,U+1039 U+101E U+102C,MYANMAR SIGN VIRAMA | MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA
ှ်ဟ,82,U+103E U+103A U+101F,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER HA
ုဲက,82,U+102F U+1032 U+1000,MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AI | MYANMAR LETTER KA
သ္ပ,82,U+101E U+1039 U+1015,MYANMAR LETTER SA | MYANMAR SIGN VIRAMA | MYANMAR LETTER PA
ဵုသ,82,U+1035 U+102F U+101E,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER SA
ဗ္တ,82,U+1017 U+1039 U+1010,MYANMAR LETTER BA | MYANMAR SIGN VIRAMA | MYANMAR LETTER TA
။ပ္,82,U+104B U+1015 U+1039,MYANMAR SIGN SECTION | MYANMAR LETTER PA | MYANMAR SIGN VIRAMA
ပ်အ,82,U+1015 U+103A U+1021,MYANMAR LETTER PA | MYANMAR SIGN ASAT | MYANMAR LETTER A
သၞေ,82,U+101E U+105E U+1031,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN E
်ချ,82,U+103A U+1001 U+103B,MYANMAR SIGN ASAT | MYANMAR LETTER KHA | MYANMAR CONSONANT SIGN MEDIAL YA
်တံ,82,U+103A U+1010 U+1036,MYANMAR SIGN ASAT | MYANMAR LETTER TA | MYANMAR SIGN ANUSVARA
းနိ,82,U+1038 U+1014 U+102D,MYANMAR SIGN VISARGA | MYANMAR LETTER NA | MYANMAR VOWEL SIGN I
လေၚ,82,U+101C U+1031 U+105A,MYANMAR LETTER LA | MYANMAR VOWEL SIGN E | MYANMAR LETTER MON NGA
မ္သ,82,U+1019 U+1039 U+101E,MYANMAR LETTER MA | MYANMAR SIGN VIRAMA | MYANMAR LETTER SA
ရးန,82,U+101B U+1038 U+1014,MYANMAR LETTER RA | MYANMAR SIGN VISARGA | MYANMAR LETTER NA
အ်ပ,81,U+1021 U+103A U+1015,MYANMAR LETTER A | MYANMAR SIGN ASAT | MYANMAR LETTER PA
ၞာဲ,81,U+105E U+102C U+1032,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN AI
ၞဟ်,81,U+105E U+101F U+103A,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER HA | MYANMAR SIGN ASAT
န်န,81,U+1014 U+103A U+1014,MYANMAR LETTER NA | MYANMAR SIGN ASAT | MYANMAR LETTER NA
ိုလ,81,U+102D U+102F U+101C,MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U | MYANMAR LETTER LA
ုလ်,81,U+102F U+101C U+103A,MYANMAR VOWEL SIGN U | MYANMAR LETTER LA | MYANMAR SIGN ASAT
ပရိ,81,U+1015 U+101B U+102D,MYANMAR LETTER PA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN I
ာအ်,81,U+102C U+1021 U+103A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER A | MYANMAR SIGN ASAT
ၜၚ်,81,U+105C U+105A U+103A,MYANMAR LETTER MON BBA | MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT
ဝ်န,81,U+101D U+103A U+1014,MYANMAR LETTER WA | MYANMAR SIGN ASAT | MYANMAR LETTER NA
်မၞ,80,U+103A U+1019 U+105E,MYANMAR SIGN ASAT | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MON MEDIAL NA
သေၚ,80,U+101E U+1031 U+105A,MYANMAR LETTER SA | MYANMAR VOWEL SIGN E | MYANMAR LETTER MON NGA
းဒု,80,U+1038 U+1012 U+102F,MYANMAR SIGN VISARGA | MYANMAR LETTER DA | MYANMAR VOWEL SIGN U
ကမၠ,80,U+1000 U+1019 U+1060,MYANMAR LETTER KA | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MON MEDIAL LA
်တြ,80,U+103A U+1010 U+103C,MYANMAR SIGN ASAT | MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL RA
ၚ်၊,80,U+105A U+103A U+104A,MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT | MYANMAR SIGN LITTLE SECTION
လဵု,79,U+101C U+1035 U+102F,MYANMAR LETTER LA | MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U
ဂတး,79,U+1002 U+1010 U+1038,MYANMAR LETTER GA | MYANMAR LETTER TA | MYANMAR SIGN VISARGA
်ရဂ,79,U+103A U+101B U+1002,MYANMAR SIGN ASAT | MYANMAR LETTER RA | MYANMAR LETTER GA
တၠအ,79,U+1010 U+1060 U+1021,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER A
ီုက,78,U+102E U+102F U+1000,MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U | MYANMAR LETTER KA
ၟဝ်,78,U+105F U+101D U+103A,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER WA | MYANMAR SIGN ASAT
တၞဟ,78,U+1010 U+105E U+101F,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER HA
ာဂှ,78,U+102C U+1002 U+103E,MYANMAR VOWEL SIGN AA | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL HA
ဵုရ,78,U+1035 U+102F U+101B,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER RA
သၟဝ,77,U+101E U+105F U+101D,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER WA
ဵုလ,77,U+1035 U+102F U+101C,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER LA
