cluster,count
ဩီု,2
ဥေ,2
ဏှဲ,2
တ္ၜေံ,2
ပ္အီု,2
ဗီို,2
ကျဳ။,2
စြာဲ,2
ဇ္ၛာ၊,2
ဩောံ၊,2
ဘိိ,2
ဗ္ဒိ,2
ခၠုံ,2
ခိို,2
ဂြိို,2
န္ဓေ၊,2
မ္တု,2
ယှိိုဲ,2
မၠဳ,2
ပ္ဍး၊,2
ဟေံ။,2
ဟေံ၊,2
ကံ့,2
သၞာံ၁၁၂၈၊,2
မၠီု၁,2
ဇၞော်၁၅,2
မိ၃,2
တ္ၚဲ၃၀,2
ဇၞော်၁၀,2
ဇံ၂,2
ဖၠူ၊,2
ဟို၊,2
ကု၄၀,2
စ္ဆ။,2
ကော၊၊,2
တ္တုံ,2
သွဲ့,2
စ္စ္,2
ယှိ၊,2
သ္အီ,2
ကေေ,2
တ္တြ,2
သ္ဂေံာ,2
ရဴ၊၊,2
သၞာ၊၊,2
ဗှ်ေ၊၊,2
ၐဳ,2
ကြဴဴ,2
တ်၇၊,2
ဇျ်,2
သောာ,2
မ္၈း၊,2
ယၞုံ,2
ၚ်၇၊,2
မ္ဂးး,2
သ္ခ,2
သ္ၚောံ၊,2
ဇြုံ။,2
ရါ,2
ချဵု။,2
စျ်ေ,2
ယောဲ,2
ဒၞာဲ၊၊,2
စှ်ော၊,2
ဗြဴ၊၊,2
လောဲ၊၊,2
လှ။,2
တေ့,2
တၞဳ၊,2
မာ၂,2
ပၞာာ,2
ၜေါဲ,2
မာ၄၊,2
မာ၄,2
ဒ္ဂိ,2
ဝှါ၊,2
ရ္လိ,2
ႝူ,2
က္ၐ,2
မြေံ၊,2
ဆိုဲ၊,2
တ္မံ,2
ၚဳ။,2
သၞု။,2
ဗ္စ။,2
ပၠဴ။,2
သ္တဵု,2
နဴ။,2
လှုဲ။,2
သ္ၚံ။,2
သၟ။,2
န္ဓာ။,2
နေဴ,2
တၟုဲ။,2
ဒြာဲ။,2
ကၞာ။,2
သေဲ။,2
လၟဴ,2
ဒွီု။,2
ပၠာဲ၊,2
ယျာ၊၊,2
ၜေဲ။,2
ခွ။,2
စၞ။,2
တၞံ။,2
သေား,2
က္ၜဳ။,2
ဍာ။,2
သြောံ။,2
သ္မီ၊,2
ၚ်ိ,2
ပ်ြ,2
သ၀,2
လ္ပါ,2
ဗ္တ၊,2
မ္ဍဲ,2
ခၠး,2
ကၠောဴ,2
တွဳု,2
ပၠောံ,2
ဋ္ဌော၊,2
တ်ဴ,2
တၟံး,2
ၚ်္ခံ,2
ဗ္မိ,2
ဖၠုံး,2
ရှို့,2
သှု၊,2
ဂျုံ,2
သျေ,2
လ္လု,2
တ်၈,2
စ္လိ,2
ဉ္စေ,2
ဇၟု,2
လ္ဂါံ,2
ဓွံ,2
မ္ဘ၊,2
က္ကျ၊,2
ဌ်၊,2
ထ်၊,2
ဓ်၊,2
ထ္ပျ်,2
ရ္ဂေါး,2
ဇ္ၚောဲ,2
မို့၊,2
မ္ဂုး,2
ခ၊၊,2
ဒ္ဍာ,2
ၚ်္သု,2
န္ဍိ,2
အဳ။,2
ထီး၊,2
မိ၄်,2
မျွ,2
ထူ။,2
စုံ။,2
မီ။,2
ညီ။,2
ထွေး၊,2
ပြွေ,2
မြွာ,2
ကေၠ,2
သၠးေ,2
ဇိ၊,2
စ္စော်,2
လွော်,2
လ္စ၊,2
မ္ဘာ၊၊,2
စ္စာ။,2
တ္ဝ,2
ကီီု။,2
ပ္တဲ,2
ဟိိ,2
သ္ကီီု,2
တ္ထိ။,2
ဌိ။,2
ၚ်္ဂံ၊,2
ကြိိ,2
သော််,2
ဠော််,2
ဌိံ,2
ဌိံ၊,2
မၠေံ။,2
ရှာ၊၊,2
သှ်ေ၊၊,2
ဗြဲ၊၊,2
သဲ၊၊,2
စး၊၊,2
ဖၠာ်,2
လှာ၊၊,2
ဍ္ဎ။,2
ဟၟုဲ,2
ထဲ၊၊,2
သၟါ,2
ဗ္ကောံ,2
ပွီု,2
ပျဴ,2
ပူ၊၊,2
ၚ်္ကး၊၊,2
ရ၂၄,2
ပု္ိ,2
ပြောဲ၊,2
န္ဒြော၊,2
ခိ။,2
သ္အာ်။,2
အဵု။,2
ပ္သ,2
တာံ။,2
ခဴ။,2
အီ။,2
လော်။,2
ဖြဴ။,2
တ္တာံ။,2
ဟၠို,2
သၞာံ၁၉၇၀,2
ဏ္ဏဳ၊,2
ၚ္ၚု၊,2
ပ္ဍီု၊,2
၈ဲ,2
ၐု၊,2
ညု၊,2
မော်၊,2
ပွာ၊,2
ဇွေ,2
သ္ၚ၊,2
ဒွဲါ,2
ဓါဲ,2
ဩော,2
နှဴဴ,2
ဒ်ှ်,2
ဝှါ်,2
က္ညု,2
ကုး,2
တေဲ။,2
ပဲဲါ,2
ထ္ပူ,2
မၠုိ,2
ဝွံဲ,2
ဝ္ၚ၊,2
တြုဴ,2
မၞုံံ,2
အ်ု,2
သၟ၄်,2
ဏှဴ၊,2
သ္ထိ,2
လ္ထာံ,2
မြီု၊,2
သ္ၚီ၊,2
ယှဴ,2
ပ္သု,2
ဝဵု၊၊,2
ရ်္ကု,2
ဒ္လံ,2
မ္လေး၊၊,2
ဇိး,2
က္ၜော,2
ယော၊၊,2
ရေား,2
ဖူး၊,2
ပၟာ်,2
အေှာ်,2
ဖေျံ,2
သေၠ,2
တိၟု,2
လ္ၚုဵ,2
တီၞ,2
လေ္ၚာ,2
လေၟ,2
လိၟု,2
တိၞ,2
ခၞုံ,2
ရေ့,2
ပ္ထ,2
နှုဲ၊,2
ၚော်,2
လှာဲ၊၊,2
တျော,2
ၚ်္ဂေါ,2
သ္စြေား,2
သ္ကြာ,2
သ္ဍူ,2
သ္စာ,2
အ္ဇေ,2
သ္တူ,2
တြူ,2
သ္ဒိ,2
ရ်္ယုာ,2
န္လေား,2
သ္လြော,2
သ္ဂိ,2
မေား,2
ရ်္ယ်,2
သ္ဇၞော,2
စ္အေ,2
စ္က,2
န္လေ,2
သျော,2
သ္ဇ္,2
ရဲု,2
ဗ္ဂာ။,2
သၟူ။,2
မ္သ,2
မၠု။,2
ကြဵု။,2
ဂၠ။,2
ဍဵု။,2
ကွး။,2
ပး။,2
ပျး။,2
ထိုး၊,2
မိ၊၊,2
ဒၞာ်,2
န္ဒား,2
လိုး,2
သွေ့,2
ဖျံ၊,2
ယေး,2
ပီ၊,2
မား၊,2
နွို,2
ပျံ့,2
ဗဲ့,2
ရှီး,2
ဂျိုး,2
နေး,2
ဟော့,2
နာဲ။၂၀၁၃၊,2
ရှ၊၊,2
ဟူး,2
နား။,2
လဲာ,2
ဇ္ၛေ,2
လ္ၚီု၊,2
ဖ္ဍါ,2
ဗ္ဗဳ,2
ဖဲ၊၊,2
ဇ္ဇျာ၊၊,2
ဇှ်၊၊,2
တ်ိ,2
က္သူ,2
မၠာ၊၊,2
တ္တာ၊၊,2
ညး၅,2
ပ္တ။,2
ဍဳ၂၄,2
ကဵု၄၈,2
ဍဳ၁၂,2
ကၞိိ,2
ပ္တုံ၊,2
စှော််,2
လွုဲ၊,2
မေံ၊,2
ဏဴ၊,2
ရှာံ၊,2
ဩု,2
ဂြိူ,2
သ္ပာ၊,2
ဒြ၊,2
ညာ်,2
ပ္ဖံ,2
ဒၞော,2
စၠာဲ,2
ဗ္ဒေံ,2
ပ္ၚောဲ,2
မျီ,2
ဇ္ဇိံ,2
ဗၠုဲ,2
တ်း,2
ဘိ၊,2
ဥ္ဖ,2
ဇၟူ။,2
လါ်,2
န္ဟာ,2
လ္ကို,2
မြာံ၊,2
ရောံ။,2
မြောံ,2
မြောံ။,2
ခြံ၊,2
မ္ၚေဲ,2
ဗ၀,2
ခွါ၊,2
ဝါ်၊,2
မ္စး,2
မ္စာ်,2
ဗ္စး။,2
မ္စ,2
မ္ဇိ,2
ဗျှိ,2
န္ဒြး၊,2
မျောံ,2
သြဲ။,2
ရာ၀,2
ဒၞီ၊,2
ပၞာံ၊,2
ဏေဲ,2
ပၞာံ,2
ဂၟေါ်၊,2
စၟာ်၊,2
တၟူ၊,2
ပၟု,2
ရ္မို,2
ရ္မု,2
လၟီ၊,2
လၟော၊,2
လဳ၀,2
ချာ။,2
သ္စဴ,2
ဒၠဵု,2
ဂၠေါ်,2
ဂၞေါ်၊,2
ဂၞို,2
ဂၞဲါ၊,2
ဂၞေါ,2
မၠီ၊,2
ဒၞု,2
ဒၠဲါ,2
မၞေဲ,2
ဖျ၊,2
တ္ၜဴ၊,2
ကေ၀,2
က၀,2
ဝှေါ,2
တ္တြိ,2
စ္းး,2
မဳး,2
ညး၈,2
တ၆ု,2
ဒဲ။,2
ဇြိို,2
ဩး,2
သ္ၚိိ,2
ထိ့,2
တဲ့၊,2
ပ္ဍဴ,2
ဒဳ၅၀၀,2
ဒဳ၁၁၁၃,2
ဖြေး,2
သ္တီု။,2
ဒေါံ။,2
မြော။,2
ဟ္မော,2
ဖ္အာဲ,2
ကၠိ။,2
ဒ္ၚဳ။,2
ဗျာံ။,2
ဖျ။,2
ကၠောံ။,2
ဇ္ကု,2
ဓူ၊,2
တ္ဇု,2
ၐြီ။,2
သို့၊,2
မှူး။,2
ပျို့၊,2
လိံ,2
ဏ္ဍေ,2
တ္ကု,2
ဇွဳ,2
ညြ,2
ၚ်္လိ,2
သ္ဍ၊,2
ဂၠံ၊,2
ဖြး၊,2
တွာ်၊,2
က်္ၚာ,2
ဗ္ဒး၊,2
ဇိ၀ိ၊,2
ပ္ဍဵု၊,2
ပ္ဖါ၊,2
ဏ္ဏော၊,2
၀ဲ,2
ဇိ၀၊,2
ဇ္ဇဳ၊,2
ခြး၊,2
ၚဳ၊,2
ဒွါဲ၊,2
ယျာဲ၊,2
ဏောဲ၊,2
ဒၟး,2
မှး၊,2
ဂြုဲ။,2
ၝောံ။,2
ယျူ၊,2
ထ္ထေ,2
သှီု,2
လျှံ၊၊,2
ဘေး၊၊,2
ဗ္တး,2
သ္ကုဲ,2
ဗြာ။,2
ဗြာ၊,2
ဂြောံ,2
ဘိ။,2
သ်ှေ,2
လေ၀်,2
ရ္ဓ,1
တိဳ,1
ဂွာဲ၊,1
ရာြ,1
ထ္ဍံ,1
လ္ရဵု၊,1
ဝ္ၚှိာ,1
ၚ်္ၚဳ,1
က်၂၀၁၂,1
နွံ၁၇၅၉,1
သိဲူ,1
ဥ္ဇျာဲ,1
ဓၠု,1
ဓြ,1
ခုှဲ၊,1
သ္ဇဵု,1
က်ု်ီ,1
ကဵုူ,1
ဗာ၂၇,1
မြိ်ု့,1
ယျှေ,1
မိ္ၚေိုဲ,1
က္ဗု,1
မြဲ၊,1
ၜေူ,1
သဳဳ,1
ရ။ြ,1
လေေး,1
က့,1
တှ််ေ,1
ၚ်၁၆,1
ဂျို်,1
ပ္ဝ,1
ဇှာ္တြဳ,1
ဗာ္ဍဳ,1
ၚ္မ,1
ကြဵ,1
ဒှဲါ,1
ထ္ပု,1
ႝ။,1
ထၞး။,1
ဆုှြဲ,1
ရ၈၆၀,1
စၟိဳ,1
ဖွို,1
သ္,1
တ္ရဲ၁၇,1
လ္ရီု၁၀၀၀,1
တ်၅၀၀၀၀,1
လှိုဲ,1
ပ္ဍဲ၂၀၁၆,1
ဟွံွံ,1
သီို,1
ဗဵဵု,1
ပြိုံ,1
ကဵု္ၚေု,1
နှာံ,1
က်ျ,1
ဝေံ,1
ဗှေ်၊,1
တှေံ,1
ထျာ,1
ခၟဴ၊,1
စဵုး,1
ညိေ,1
႟,1
႟္ၜး,1
ဖီ၊,1
ဖဳေ,1
ကီုှ်၊,1
ချာ၊၊,1
၅ံ,1
တ်္ၚာဲ,1
ယျှာ၊,1
ကဵု၂၀,1
န္ဂီ,1
လ၊္ဂူ,1
ပ္လဴ,1
အ်ို,1
သၞၠော,1
ၚာ်ေ,1
ဇ်ို,1
ၚ်၂၀၂၅,1
ညဳ်,1
ဇၟိ၊,1
ဂါၠဲ,1
ဒၞဲ,1
နူ၂၀၀၀,1
ဗိုဲ,1
နွံ၂၁,1
ဏွာ,1
ဆုဲ၊,1
ရဲဲ,1
ဝိုု,1
ယှဳု,1
ကၠဳု,1
ပျဳဳ,1
နွံ၁၆,1
ရှဲ,1
ဂျေဲ,1
ပ်၂၃၃,1
တ်၉၀,1
တ်၈၀,1
ချဲ၊,1
ည၊ီ,1
ဘဳ၂၊,1
က်၁၃၀,1
သြောံ၁၂,1
တ်၁၂,1
ၠို,1
ရာ၂၀,1
ဝ်၂၀၀၈၊,1
ဟ်၂၀၀၈,1
မေ၂၆,1
မၞံုံ,1
ဆေား,1
တှေ,1
ရ၀၀၊,1
ကှီု,1
နူ၂၈,1
ဝ််၊,1
ဗ္ဒါ၊,1
လျို်,1
ပ္ၚဵု,1
ဝ္ၚာ,1
ၜါေ,1
ဂဳု,1
တၞော်,1
ဗၠာ်,1
ဂြိံ,1
မ္ရး၊,1
ဇျှဳ,1
ဟွေ့,1
လ္ဇုဲ၊,1
ကွွဳ,1
က္ၜဲ,1
ဂ္တိ,1
ဗ္စောဲ,1
ၚာ်္ၚာ,1
ၚ်္မွဲ,1
ယွွံ,1
ဓီီု,1
ကၠိဴ,1
ဟီုေဵ,1
ပ္ဍဲ၂၀၀၅,1
ဗုံ၊,1
န်၁၀၀၀,1
နွေံ,1
ဟွံ္ဂ,1
ဂ၊ှ်,1
နၞာ,1
နူ၃၀,1
ဘာ၁၂၀,1
ၚ်၅၀၀၀,1
နွံ၂၅,1
ပိုဲိဲ,1
ဖး,1
ရ၇၀,1
ဟီ်ု,1
သ္ကို္,1
မ္တှီ,1
ဘာဲ၊,1
ဏ္ဍာ၂၀၁၆,1
ရ္ၚာဲ၊,1
ဇဳ၂၀၁၅,1
န္ဆာ,1
ဂံါ၊,1
အှေ်ာ,1
ကဲာ,1
ဗ်ု,1
ဥူဲ,1
ဗွဳု,1
ထော့,1
နွံ၂၄၀,1
လ်ို,1
ပ္ညော,1
ဒ္ဓာံ,1
ကွျော,1
နွဲ၊,1
လၞီု,1
နွၟံ,1
ဇျှာဲ၊,1
က္လဳ,1
သ္ကိ်ု,1
ဇ်၂၀၁၀,1
ကီု်၊,1
ကီုံ၊,1
ၚ်၆,1
မ၄၃,1
သု္ၚ,1
ကၠီု်,1
ကွ္ပဳ,1
က်ိ,1
မွ္ဂဲ,1
ၜုို်,1
လ္ဇဲု,1
ဇြဳး,1
သၞာံ၂၀၀၇,1
ၚဲှာ,1
ဖွး,1
က်၂၀၀၉,1
ပ၊္ၚ,1
ရ၉၄,1
ဠ်၊,1
ထုဲ။,1
န်၂၅,1
ကၞော၊,1
ဒၞး၊,1
ဟ်ဵု,1
ကဵု၂၀၁၉,1
ဗ္ဗါ,1
ၚ်္ၚေု,1
ဖျဴ။,1
နိုဲ,1
ၜှေ်,1
တ်၂၆,1
လျာံ,1
ပ္ဂိ,1
တ္ခ်္,1
ပ္သုီ,1
ၐါေ,1
ဗာ္ဂွ္,1
ၚ္နဲ,1
က္ညး,1
ၚ္မု,1
ၥေ,1
ဗာ္ပေ,1
ၚ္ကြာ,1
ၚ္ည,1
န္ရ။,1
မ္ဂို,1
ၚ်၄၀,1
က္လဲ,1
မှၞိ,1
ခေဲါ၊,1
သၠာံ၊,1
သေဳ,1
တု၈,1
တီ်,1
ဘွာ,1
ဿိီု,1
သ္ကို်,1
စား၊,1
ၚ်္ဂူ၊,1
ဟု်ီ,1
ဖ္စ,1
စ္ၜု,1
ဒဴး,1
ရး၀၀,1
မ္ၐ,1
တ္ဒံ,1
မ်ာ,1
ဗ္စိုု,1
ဝ့ါ,1
ဒေါ်ံ,1
ဥဵု,1
ဝး၀၀,1
တၟၟံ,1
ဒၞၞဲါ,1
ဂၞၞ,1
သံ္က,1
မှေ်,1
မြိုး,1
မွဲေ,1
က်၄,1
ကွ္ဂဴ,1
ယှုံ,1
ဗ္ဂီု,1
မ္ဂး်,1
တ်၊်,1
ဘာ၂၅၇,1
ၚ်၂၀၀၀၀,1
ၟာ,1
တ္ပေ,1
ရဳ၃,1
သိဳ,1
ရ၀၇၉,1
စ္ဇုဲ,1
ကဵု၃၀,1
န်္ၚေု,1
ဆ္လော,1
ကောာ,1
လ္တဴ,1
ၜုို,1
ဖဵဵု,1
လ္ပ်ာ,1
ရ။ိ,1
ဗှီ,1
ဗ္ဒံ။,1
ဿဳု,1
မ၂,1
ခြွေ,1
မ၂၅၊,1
ၜ၊ဲ,1
မၞံု္ၚ,1
ကၟ္ဍို,1
တုီု,1
ဟုို,1
သု္ကိ,1
ဝ၃၀,1
ကဵု၃,1
၀ါး,1
လ္ဂါ,1
သၞာံ၂၀၁,1
ရ၃၅၀၀,1
အ္ဒ္,1
ဖေါ့,1
ၚဲာ,1
ဗ္လောံ,1
ၚ္ရာ်၊,1
နူ၂၆,1
န္စိ,1
ဏှော်,1
ၚ်္ဏီ,1
ဟို၀်,1
ၜေါ၀်,1
သ္ဇး,1
ထၞံ,1
ခြံု,1
ဏား,1
ဝ္ၜါ,1
နူ၂၀၁၆,1
ဿု်ီ,1
တဵွဵု,1
ဍဵ,1
မှဲ့,1
န်၂၃,1
ကား၊,1
ဝ၊်,1
သၟိ်,1
မၠိ်ု,1
စၟောံ,1
ဖောဲ,1
ဇ္ၚာဳ,1
သၞာံ၂၀၂၆,1
တ္ၚဲ၂၉,1
သ္ရိ၊,1
ဗ္ဂဵု၊,1
ဂၠိ်ု,1
ပၞ့ာ,1
စုုံ,1
သ္ကူ,1
တဳဴ,1
အ်၊်,1
ရ၁၆,1
မၠုို,1
နူု,1
တို််,1
မိဳ,1
ၚ်္ၚော,1
သ္ၚိ်,1
ထၠ,1
ရုီု,1
ဒုီု,1
ဝာံ,1
ကဵု၂၆,1
ရီု်,1
ကွ္ၜ,1
ပုဴ,1
ဒှဲ,1
ဗ္အော,1
ချုို,1
နှေံ၊,1
ွို,1
ကာေ,1
႐ု,1
ပ္ဗ်ံ,1
ရ၅၀၀,1
ရ်ေု,1
တ္ၚဲ၂၈,1
ကုီု၊,1
ဋ္ဋ်၊,1
ဟွ္ပံ,1
မးး,1
ၚ္တြဳ,1
ဥဳဲ,1
ဥဳဲေ,1
ခ်ံ,1
တှး,1
ၚ္ဘ,1
ထၞိဳ,1
တ္ဘိ,1
ၚ္ကွ္,1
ကွ္,1
တ္ဏံ,1
ဟ္မးေ,1
ခ္တော,1
ယၟုြ,1
ထ္ဗု,1
ရ၈၀,1
လေဲာ,1
ဒ္ၚာဲ,1
က္ဍိုု,1
တွိ၊,1
ပ်၂၄,1
ကၠဳဳ,1
ဂီဳ,1
ဳြ,1
ဵြ,1
ျဳ,1
ၜွံ,1
ဓီု်,1
ဥ္ၚာ,1
တ၊ိ,1
ၚ်၃၀၀,1
ပိ်,1
ဗ၊္ၚ,1
လြုဲ,1
က်၁၁၀,1
ကဵု၁၃၅,1
တ၊ၞံ,1
စွံ၂၅,1
ဂှ်၊၄၅,1
ၚ်၄၅,1
အ်၃၀,1
ဝဲ၂၀,1
တၟော၊်,1
ရ။၁၉၉၀,1
တုဲုဲ,1
ဇျှံ,1
လေိ,1
ဗေါဲ,1
ထွဲာ,1
ရှုာံ,1
ၝူ,1
နွ၊ံ,1
မ်ိ,1
ဒြ္ဒိ,1
ဂု်,1
သ္ကိို,1
ကု္ဍို,1
ကုှီ,1
သၞာံ၂၀၂၃,1
ရ၂၊,1
ကဵု၁၉၈၅,1
ဏောာ,1
ဇျ္စိ,1
ခ္ၚံ,1
တ္ရဲ၂၇,1
ဘျူ,1
ခၟၟို,1
ကဵု၂၄,1
ဟွွံ,1
နူ၁၆,1
ကွေဳ,1
သ္ဇို်,1
ကေဲ၊,1
ခၠါ,1
ဒၠဲ,1
သၟ့း,1
ထ္တ၊,1
န်၂၀၁၉,1
မ္ဒဲ,1
ထၞဳ,1
ရ။ု,1
ဟ်၂၅၀၀,1
အာှ်,1
ယှုဲိ,1
ဗုှီ,1
ႊဲ,1
ချေး,1
ဟ်၂၀၁၅,1
ဆဵို,1
ယျှိ,1
မၠိ်,1
ပၞ့ၞာ,1
ဗာ၊၂၀၁၅,1
တ်၂၂,1
ဗ္ဒါဲ၊,1
ၚ္ရာ,1
ၜဴို,1
ဖီ။,1
တ်၉,1
သျှ၊,1
ဗၞာဲ,1
ၚ်္ဂၞ,1
ဥ္ဇ၊,1
ပ္ရ,1
ပ္တာံ,1
မ္ပ္,1
ဗ္ၚို,1
ဂှ္ၜို,1
ရဲ၅၊,1
ဗၟာ၃၈,1
၄ံ,1
ၚ်္ဂါး၊၊,1
ဇျှိုဲ၊,1
န္လ,1
ညးေ,1
ဇှာ္,1
ပဲါေ,1
ဟုိ,1
ၚ္႐ုဲ,1
ဖၟိဳ,1
ဒွ္ရ,1
တ္အာ,1
က္စ,1
က္ႏု,1
ၚ္ရ၊,1
ဝြံ,1
ပ္နာ,1
ဝ္တာ,1
လ်ိဳ,1
က္ဂြံေ,1
ဒွ္တုဲ,1
ၚ္ႏု,1
န္ထၞး,1
ခ်ဴ,1
ပၠို်,1
ၚ်၅၀၀,1
တ္ၚဲ၂၀၀,1
မြာဴ,1
သၟဳ၊,1
ဝှေ်,1
သၞောံ,1
ယှာ။,1
ဿဴ၊,1
ယှှိုဲ,1
မှုး၊,1
မြံု,1
ၚ်၃၈၊,1
တ္ၜါ,1
ရဲ၁၉,1
ရုဴ,1
ခော,1
န္ဏ,1
ဝ္ဂါ,1
ၚ္ျ,1
စံု၊,1
ဝ္မ,1
န္တံေ,1
တ္တ္,1
တ္ရ,1
ၚ္ခ်ဴ,1
ၚ္ဂ,1
ၨံ,1
န္ဠ,1
ဝ္၊,1
ပိေ,1
စွာ္,1
ဋ္ေ,1
ဝ္ဂွ္,1
န္၊,1
န္ဒါ,1
န္စွ္,1
န္တှ,1
ဟ္ဟ္,1
တံေ,1
န္ကုီ,1
ဝ္ဏံ,1
ဝ္တ,1
န္ဂွ္ေ,1
ၚ္ဏီ,1
ဒွ္သာ္,1
ဿး,1
ဘာေ,1
န္တုဲ,1
တ္ဂ,1
ဝ္ညး,1
ၚ္ဂေ,1
ပ္ဒှး,1
ဒွ္ဂုီ,1
ၜဳီ,1
မဲြ,1
ဍာ္ပ,1
တ္၊,1
တ္သၟး,1
က္ပေ,1
ၚ္ထ,1
တ္ယု,1
ဂွ္ေ,1
ၚ္မံ,1
ၚ္ဏီ၊,1
က္ဗေ,1
ပ္အို,1
ကြံေ,1
ဂွ္ဝြံ,1
န္အ,1
႒,1
ဝ္ပေ,1
န္မူ,1
န္သ,1
န္ကြး,1
တ္မြဲ,1
က္ဘာ္ျ,1
န္မံ,1
တိုး၆,1
ဇၞော်၆,1
လဵဵဵု,1
ဗဳု၀,1
ကဵု၁၉၈၀,1
ကုူ,1
ဟ၊်,1
က၊ီု,1
ဏံး,1
ပ္ကာံ,1
ၚ်ွ,1
ဓၠီု,1
ဠါ၊,1
ခြာဲ,1
ညှို,1
နို်,1
န်ိ,1
ကၟေံ,1
ပ္ထံ,1
ဂျေ၊,1
ဂုၠိ,1
၆ံ,1
၈ံ,1
လျှား,1
တ်၂၁,1
ဇျှေ,1
ၛေ,1
ၜဳ်,1
ရ၅၀၀၀,1
တ်ှ်ေ,1
ဇဳိ,1
တံး,1
လ္ဂဵု,1
သၞာံ၁၉၉၁,1
သၞာံ၁၉၉၂,1
ကြ့,1
လိ်ု,1
ရိ်,1
ဇုှီ,1
ရ၅၅,1
ပျိ,1
ထ္ၜ္,1
ၚ်၃၆,1
သၟုဲ၊,1
တ်၂၅၀,1
မဵု်,1
က၂၇၀,1
ထၠို,1
ပု်ိဲ,1
႕ိ,1
မ္ၚ္,1
တ်္ၚာ,1
ႊး၊,1
စေး၊,1
ဝ်္ၚေု,1
မ္ဘဳ၊,1
ခုုဲ,1
တ္ပ,1
ကိုး။,1
ဏ၊ီ,1
ကျံု,1
ၚ်္ရ။,1
ဓါ်,1
လွ်ဳ,1
နှာ်,1
ဗ္ၚေ,1
ကု်ဵ,1
ဘို်,1
လုု,1
ဆုို,1
ဗိုဲ၊,1
လုၟ,1
ှိ,1
တ္ၚဵ,1
စှေ်ာ်,1
နေေ,1
သၠီု,1
လိုု,1
ပါ်ဲ,1
ဖော်၊,1
စ္စာဲ၊,1
ၚ်၁၀,1
ခြာ၆,1
တ်၃၀,1
ၚ်္ၚှဵု,1
ကြဴံ,1
ဟၟဲး,1
သ္ရေ,1
တေုှ်,1
ကောံူ,1
ရ၂၀,1
ညံ့,1
မှီး,1
ရ၀၊,1
မူး၊,1
အ၊်,1
ၚ်၂၃၆၇,1
ရ၅၂,1
ရ၈၉,1
အာ၂၅၉,1
ရ၃၅၈၁၇၇၅,1
ခၞံံ,1
မြိ်,1
ပွွို,1
စၟၞး,1
န္ဒ္,1
နူ၁၃,1
ၜိ်ို,1
ပ်၂၃,1
လ္တူု,1
အွေ,1
ဇ္ဗာ,1
ၜိ၊,1
ဗုြီဴ,1
ဖှဳ,1
လ္တ။ူ,1
ဟ်ီု,1
ထွါဲ,1
ခို််,1
က္က္,1
ဂွိ်,1
႔၊,1
မ္ညော,1
ခါေ,1
ဒြ္အ,1
ၡဳဲ,1
စွးေ,1
ဒြၠ,1
ၚ္အ,1
ၡဳဲေ,1
ကံေ,1
ႏ္အာ,1
ၡိဳ,1
ဟ္ဟံေ,1
ဆံျ,1
ၱံ,1
ႆံေ,1
ဇွာ္ေ,1
ဇွာ္,1
ႜိ,1
႘ေ,1
ၚ္်,1
ဂ္ာ,1
ႆိ,1
ၻာ,1
ႅိဳ,1
ၐဲ,1
ရးေ,1
ၳ,1
ၡ္႘,1
ပ္အိဳ,1
ၱိဳ,1
ၥိဳျ,1
ပ္ဟံ,1
ၐာျ,1
ႏ္ႏျံေ,1
ဟ္,1
ဘ္,1
ဝ္ႏျံ,1
႘ိ,1
ႅ္က,1
ၰံ,1
ပြၠ္ာေ,1
ၸဳ,1
ၜံ။,1
ညံျ,1
က္အိဳ,1
ဟ္ရ။,1
တ္ဟံ,1
ဝ္ဟဳီ,1
ႅိ,1
က္ာ,1
႐ြ,1
ၝာေ,1
မာျ,1
ႏ္ဟံေ,1
ၢံေ,1
ႜာံ,1
ဍာံေ,1
ၴှး,1
ဝ္ဝိဳ,1
ၴ,1
ၻ,1
သွာံ,1
တုေေ,1
က္ာ္ေ,1
ရ၅၉,1
ညဳဴ,1
က္ၜါ,1
ဂၠိဲ,1
ပြဳ၂၄,1
ရီဵု,1
ရာ၂၉,1
သြို််,1
စှ််ေ,1
လှို်,1
ဇြဳ်,1
ထ္ၚေ,1
လဳု,1
က်္ၚာ်,1
ရးး,1
ရေီု,1
ပွိူ,1
ကွံ၊,1
ယဵုၟ,1
သ္ဂာြံ,1
ပိုဲ၂,1
ဏ္ဍး,1
လှဲု,1
အုံံ,1
ကြေး၊,1
ၚ်္အေ,1
ဟ်၂၀၁၄,1
ဇျှဵ,1
တ္ရဲ၂၆,1
တ္ရဲ၆,1
န်၈၅၂,1
ယို်,1
မာဲ၂၀၁၀,1
ကၠုှ,1
သၞာံ၁၉၇၃,1
ဇိ်ု,1
ဆီ်,1
ကၠို်,1
ဒိီု,1
ဖ္ဍဵု,1
ၚ်္ပ,1
ျူ,1
တ္ၚု,1
စှ္ၜါ,1
ဂွျ,1
ဝ္ၚု,1
လွး။,1
ယှာဲ,1
ယဳ်,1
ထြဳ,1
ဗွွ,1
န်ု၊,1
ဂိုွ,1
ဂြောံ၊,1
န်၇,1
ဘာ၁၅,1
ပှေါ်,1
လ်း,1
နာဲေ,1
န္အံ,1
ဗွဲဲ,1
တ္ၚဲ၂၇,1
တၠၠု,1
ပု္တိ,1
ဒွဲ,1
တ်ိိိ,1
စ္ၜး,1
စ္ကောံ၊,1
ကှာ,1
ပွီူ,1
ပၟုဲ,1
